FIT: {'loss': [0.9984472393989563], 'accuracy': [0.7189754247665405]}
EVALUATE: {'loss': [0.15946784615516663], 'accuracy': [0.9579188823699951]}
FIT: {'loss': [0.28658774495124817], 'accuracy': [0.914085865020752]}
EVALUATE: {'loss': [0.06605307012796402], 'accuracy': [0.9848678112030029]}
FIT: {'loss': [0.26637598872184753], 'accuracy': [0.919806182384491]}
EVALUATE: {'loss': [0.05709955841302872], 'accuracy': [0.9858879446983337]}
FIT: {'loss': [0.16234895586967468], 'accuracy': [0.9512497186660767]}
EVALUATE: {'loss': [0.030945410951972008], 'accuracy': [0.9914137721061707]}
FIT: {'loss': [0.11892890930175781], 'accuracy': [0.9635648131370544]}
EVALUATE: {'loss': [0.02386224828660488], 'accuracy': [0.9940491318702698]}
