FIT: {'loss': [0.9951543211936951], 'accuracy': [0.720615029335022]}
EVALUATE: {'loss': [0.15284770727157593], 'accuracy': [0.9554535150527954]}
FIT: {'loss': [0.2846515476703644], 'accuracy': [0.9142315983772278]}
EVALUATE: {'loss': [0.07076676934957504], 'accuracy': [0.982912540435791]}
FIT: {'loss': [0.27951839566230774], 'accuracy': [0.9143773317337036]}
EVALUATE: {'loss': [0.056490130722522736], 'accuracy': [0.9859729409217834]}
FIT: {'loss': [0.16195020079612732], 'accuracy': [0.9517233967781067]}
EVALUATE: {'loss': [0.033205803483724594], 'accuracy': [0.9920088648796082]}
FIT: {'loss': [0.12267601490020752], 'accuracy': [0.9631640315055847]}
EVALUATE: {'loss': [0.03624138608574867], 'accuracy': [0.9920938611030579]}
