FIT: {'loss': [0.9954989552497864], 'accuracy': [0.7193762063980103]}
EVALUATE: {'loss': [0.16206207871437073], 'accuracy': [0.9489076137542725]}
FIT: {'loss': [0.2820839583873749], 'accuracy': [0.9162355065345764]}
EVALUATE: {'loss': [0.06002035364508629], 'accuracy': [0.9839326739311218]}
FIT: {'loss': [0.2737017571926117], 'accuracy': [0.9194782376289368]}
EVALUATE: {'loss': [0.07304076105356216], 'accuracy': [0.9801921248435974]}
FIT: {'loss': [0.15649673342704773], 'accuracy': [0.9521970152854919]}
EVALUATE: {'loss': [0.03393811732530594], 'accuracy': [0.9916688203811646]}
FIT: {'loss': [0.11642280966043472], 'accuracy': [0.9661152958869934]}
EVALUATE: {'loss': [0.03873723745346069], 'accuracy': [0.9886083602905273]}
