FIT: {'loss': [3.041170835494995], 'accuracy': [0.24901185929775238]}
EVALUATE: {'loss': [2.965468406677246], 'accuracy': [0.25]}
FIT: {'loss': [2.6833014488220215], 'accuracy': [0.3478260934352875]}
EVALUATE: {'loss': [2.341514825820923], 'accuracy': [0.44999998807907104]}
FIT: {'loss': [2.6951980590820312], 'accuracy': [0.27272728085517883]}
EVALUATE: {'loss': [2.2930192947387695], 'accuracy': [0.38749998807907104]}
FIT: {'loss': [2.46097469329834], 'accuracy': [0.39920949935913086]}
EVALUATE: {'loss': [2.3865318298339844], 'accuracy': [0.4124999940395355]}
FIT: {'loss': [2.476651191711426], 'accuracy': [0.395256906747818]}
EVALUATE: {'loss': [2.148442506790161], 'accuracy': [0.4749999940395355]}
FIT: {'loss': [2.487691640853882], 'accuracy': [0.38735178112983704]}
EVALUATE: {'loss': [2.3135130405426025], 'accuracy': [0.4749999940395355]}
