SENT | MsgID: 1659 | Time: 21620.002346
SENT | MsgID: 1680 | Time: 21620.102346
SENT | MsgID: 1698 | Time: 21620.202346
REC | From: 13 | MsgID: 1678 | Time: 21620.223104
SENT | MsgID: 1716 | Time: 21620.302346
SENT | MsgID: 1734 | Time: 21620.402346
SENT | MsgID: 1752 | Time: 21620.502346
SENT | MsgID: 1770 | Time: 21620.602346
SENT | MsgID: 1788 | Time: 21620.702346
SENT | MsgID: 1806 | Time: 21620.802346
SENT | MsgID: 1824 | Time: 21620.902346
SENT | MsgID: 1842 | Time: 21621.002346
SENT | MsgID: 1865 | Time: 21621.102346
SENT | MsgID: 1884 | Time: 21621.202346
REC | From: 13 | MsgID: 1864 | Time: 21621.223112
SENT | MsgID: 1903 | Time: 21621.302346
SENT | MsgID: 1922 | Time: 21621.402346
SENT | MsgID: 1941 | Time: 21621.502346
SENT | MsgID: 1960 | Time: 21621.602346
SENT | MsgID: 1979 | Time: 21621.702346
SENT | MsgID: 1998 | Time: 21621.802346
SENT | MsgID: 2017 | Time: 21621.902346
SENT | MsgID: 2036 | Time: 21622.002346
SENT | MsgID: 2058 | Time: 21622.102346
SENT | MsgID: 2078 | Time: 21622.202346
SENT | MsgID: 2098 | Time: 21622.302346
SENT | MsgID: 2118 | Time: 21622.402346
SENT | MsgID: 2138 | Time: 21622.502346
SENT | MsgID: 2158 | Time: 21622.602346
SENT | MsgID: 2178 | Time: 21622.702346
SENT | MsgID: 2198 | Time: 21622.802346
SENT | MsgID: 2218 | Time: 21622.902346
SENT | MsgID: 2238 | Time: 21623.002346
SENT | MsgID: 2262 | Time: 21623.102346
SENT | MsgID: 2283 | Time: 21623.202346
REC | From: 13 | MsgID: 2260 | Time: 21623.223110
SENT | MsgID: 2304 | Time: 21623.302346
SENT | MsgID: 2325 | Time: 21623.402346
SENT | MsgID: 2346 | Time: 21623.502346
SENT | MsgID: 2367 | Time: 21623.602346
SENT | MsgID: 2388 | Time: 21623.702346
SENT | MsgID: 2409 | Time: 21623.802346
SENT | MsgID: 2430 | Time: 21623.902346
SENT | MsgID: 2451 | Time: 21624.002346
SENT | MsgID: 2476 | Time: 21624.102346
SENT | MsgID: 2497 | Time: 21624.202346
REC | From: 13 | MsgID: 2475 | Time: 21624.223118
SENT | MsgID: 2518 | Time: 21624.302346
SENT | MsgID: 2539 | Time: 21624.402346
SENT | MsgID: 2560 | Time: 21624.502346
SENT | MsgID: 2581 | Time: 21624.602346
SENT | MsgID: 2602 | Time: 21624.702346
SENT | MsgID: 2623 | Time: 21624.802346
SENT | MsgID: 2644 | Time: 21624.902346
SENT | MsgID: 2665 | Time: 21625.002346
SENT | MsgID: 2688 | Time: 21625.102346
SENT | MsgID: 2709 | Time: 21625.202346
SENT | MsgID: 2730 | Time: 21625.302346
SENT | MsgID: 2751 | Time: 21625.402346
SENT | MsgID: 2772 | Time: 21625.502346
SENT | MsgID: 2793 | Time: 21625.602346
SENT | MsgID: 2814 | Time: 21625.702346
SENT | MsgID: 2835 | Time: 21625.802346
SENT | MsgID: 2856 | Time: 21625.902346
SENT | MsgID: 2877 | Time: 21626.002346
SENT | MsgID: 2903 | Time: 21626.102346
REC | From: 20 | MsgID: 2900 | Time: 21626.201509
SENT | MsgID: 2924 | Time: 21626.202346
REC | From: 13 | MsgID: 2898 | Time: 21626.223115
SENT | MsgID: 2945 | Time: 21626.302346
SENT | MsgID: 2966 | Time: 21626.402346
SENT | MsgID: 2987 | Time: 21626.502346
SENT | MsgID: 3008 | Time: 21626.602346
SENT | MsgID: 3029 | Time: 21626.702346
SENT | MsgID: 3050 | Time: 21626.802346
SENT | MsgID: 3071 | Time: 21626.902346
SENT | MsgID: 3092 | Time: 21627.002346
SENT | MsgID: 3116 | Time: 21627.102346
SENT | MsgID: 3137 | Time: 21627.202346
REC | From: 13 | MsgID: 3114 | Time: 21627.223110
SENT | MsgID: 3158 | Time: 21627.302346
SENT | MsgID: 3179 | Time: 21627.402346
SENT | MsgID: 3200 | Time: 21627.502346
SENT | MsgID: 3221 | Time: 21627.602346
SENT | MsgID: 3242 | Time: 21627.702346
SENT | MsgID: 3263 | Time: 21627.802346
SENT | MsgID: 3284 | Time: 21627.902346
SENT | MsgID: 3305 | Time: 21628.002346
SENT | MsgID: 3329 | Time: 21628.102346
SENT | MsgID: 3350 | Time: 21628.202346
REC | From: 13 | MsgID: 3328 | Time: 21628.223119
SENT | MsgID: 3371 | Time: 21628.302346
SENT | MsgID: 3392 | Time: 21628.402346
SENT | MsgID: 3413 | Time: 21628.502346
SENT | MsgID: 3434 | Time: 21628.602346
SENT | MsgID: 3455 | Time: 21628.702346
SENT | MsgID: 3476 | Time: 21628.802346
SENT | MsgID: 3497 | Time: 21628.902346
SENT | MsgID: 3518 | Time: 21629.002346
SENT | MsgID: 3546 | Time: 21629.102346
REC | From: 20 | MsgID: 3543 | Time: 21629.201519
SENT | MsgID: 3568 | Time: 21629.202346
SENT | MsgID: 3590 | Time: 21629.302346
SENT | MsgID: 3612 | Time: 21629.402346
SENT | MsgID: 3634 | Time: 21629.502346
SENT | MsgID: 3656 | Time: 21629.602346
SENT | MsgID: 3678 | Time: 21629.702346
SENT | MsgID: 3700 | Time: 21629.802346
SENT | MsgID: 3722 | Time: 21629.902346
SENT | MsgID: 3744 | Time: 21630.002346
SENT | MsgID: 3774 | Time: 21630.102346
REC | From: 20 | MsgID: 3768 | Time: 21630.201512
SENT | MsgID: 3798 | Time: 21630.202346
SENT | MsgID: 3822 | Time: 21630.302346
SENT | MsgID: 3846 | Time: 21630.402346
SENT | MsgID: 3870 | Time: 21630.502346
SENT | MsgID: 3894 | Time: 21630.602346
SENT | MsgID: 3918 | Time: 21630.702346
SENT | MsgID: 3942 | Time: 21630.802346
SENT | MsgID: 3966 | Time: 21630.902346
SENT | MsgID: 3990 | Time: 21631.002346
SENT | MsgID: 4019 | Time: 21631.102346
SENT | MsgID: 4044 | Time: 21631.202346
REC | From: 13 | MsgID: 4017 | Time: 21631.223125
SENT | MsgID: 4069 | Time: 21631.302346
SENT | MsgID: 4094 | Time: 21631.402346
SENT | MsgID: 4119 | Time: 21631.502346
SENT | MsgID: 4144 | Time: 21631.602346
SENT | MsgID: 4169 | Time: 21631.702346
SENT | MsgID: 4194 | Time: 21631.802346
SENT | MsgID: 4219 | Time: 21631.902346
SENT | MsgID: 4245 | Time: 21632.002346
SENT | MsgID: 4277 | Time: 21632.102346
REC | From: 20 | MsgID: 4271 | Time: 21632.201513
SENT | MsgID: 4303 | Time: 21632.202346
SENT | MsgID: 4329 | Time: 21632.302346
SENT | MsgID: 4355 | Time: 21632.402346
SENT | MsgID: 4381 | Time: 21632.502346
SENT | MsgID: 4407 | Time: 21632.602346
SENT | MsgID: 4433 | Time: 21632.702346
SENT | MsgID: 4459 | Time: 21632.802346
SENT | MsgID: 4485 | Time: 21632.902346
SENT | MsgID: 4511 | Time: 21633.002346
SENT | MsgID: 4541 | Time: 21633.102346
REC | From: 23 | MsgID: 4538 | Time: 21633.188196
SENT | MsgID: 4567 | Time: 21633.202346
REC | From: 13 | MsgID: 4539 | Time: 21633.223126
SENT | MsgID: 4593 | Time: 21633.302346
SENT | MsgID: 4619 | Time: 21633.402346
SENT | MsgID: 4645 | Time: 21633.502346
SENT | MsgID: 4671 | Time: 21633.602346
SENT | MsgID: 4697 | Time: 21633.702346
SENT | MsgID: 4723 | Time: 21633.802346
SENT | MsgID: 4749 | Time: 21633.902346
SENT | MsgID: 4775 | Time: 21634.002346
SENT | MsgID: 4807 | Time: 21634.102346
SENT | MsgID: 4834 | Time: 21634.202346
SENT | MsgID: 4861 | Time: 21634.302346
SENT | MsgID: 4888 | Time: 21634.402346
SENT | MsgID: 4915 | Time: 21634.502346
SENT | MsgID: 4942 | Time: 21634.602346
SENT | MsgID: 4969 | Time: 21634.702346
SENT | MsgID: 4996 | Time: 21634.802346
SENT | MsgID: 5023 | Time: 21634.902346
SENT | MsgID: 5050 | Time: 21635.002346
SENT | MsgID: 5083 | Time: 21635.102346
SENT | MsgID: 5111 | Time: 21635.202346
REC | From: 13 | MsgID: 5081 | Time: 21635.223126
SENT | MsgID: 5139 | Time: 21635.302346
SENT | MsgID: 5167 | Time: 21635.402346
SENT | MsgID: 5195 | Time: 21635.502346
SENT | MsgID: 5223 | Time: 21635.602346
SENT | MsgID: 5251 | Time: 21635.702346
SENT | MsgID: 5279 | Time: 21635.802346
SENT | MsgID: 5307 | Time: 21635.902346
SENT | MsgID: 5335 | Time: 21636.002346
SENT | MsgID: 5369 | Time: 21636.102346
SENT | MsgID: 5398 | Time: 21636.202346
REC | From: 13 | MsgID: 5366 | Time: 21636.223121
SENT | MsgID: 5427 | Time: 21636.302346
SENT | MsgID: 5456 | Time: 21636.402346
SENT | MsgID: 5485 | Time: 21636.502346
SENT | MsgID: 5514 | Time: 21636.602346
SENT | MsgID: 5543 | Time: 21636.702346
SENT | MsgID: 5572 | Time: 21636.802346
SENT | MsgID: 5601 | Time: 21636.902346
SENT | MsgID: 5630 | Time: 21637.002346
SENT | MsgID: 5665 | Time: 21637.102346
SENT | MsgID: 5695 | Time: 21637.202346
REC | From: 13 | MsgID: 5659 | Time: 21637.223117
SENT | MsgID: 5725 | Time: 21637.302346
SENT | MsgID: 5755 | Time: 21637.402346
SENT | MsgID: 5785 | Time: 21637.502346
SENT | MsgID: 5815 | Time: 21637.602346
SENT | MsgID: 5845 | Time: 21637.702346
SENT | MsgID: 5875 | Time: 21637.802346
SENT | MsgID: 5905 | Time: 21637.902346
SENT | MsgID: 5935 | Time: 21638.002346
SENT | MsgID: 5973 | Time: 21638.102346
REC | From: 20 | MsgID: 5969 | Time: 21638.201509
SENT | MsgID: 6005 | Time: 21638.202346
SENT | MsgID: 6037 | Time: 21638.302346
SENT | MsgID: 6069 | Time: 21638.402346
SENT | MsgID: 6101 | Time: 21638.502346
SENT | MsgID: 6133 | Time: 21638.602346
SENT | MsgID: 6165 | Time: 21638.702346
SENT | MsgID: 6197 | Time: 21638.802346
SENT | MsgID: 6229 | Time: 21638.902346
SENT | MsgID: 6261 | Time: 21639.002346
SENT | MsgID: 6300 | Time: 21639.102346
REC | From: 20 | MsgID: 6297 | Time: 21639.201507
SENT | MsgID: 6332 | Time: 21639.202346
SENT | MsgID: 6364 | Time: 21639.302346
SENT | MsgID: 6396 | Time: 21639.402346
SENT | MsgID: 6428 | Time: 21639.502346
SENT | MsgID: 6460 | Time: 21639.602346
SENT | MsgID: 6492 | Time: 21639.702346
SENT | MsgID: 6524 | Time: 21639.802346
SENT | MsgID: 6556 | Time: 21639.902346
SENT | MsgID: 6588 | Time: 21640.002346
SENT | MsgID: 6626 | Time: 21640.102346
REC | From: 20 | MsgID: 6620 | Time: 21640.201505
SENT | MsgID: 6658 | Time: 21640.202346
SENT | MsgID: 6690 | Time: 21640.302346
SENT | MsgID: 6722 | Time: 21640.402346
SENT | MsgID: 6754 | Time: 21640.502346
SENT | MsgID: 6786 | Time: 21640.602346
SENT | MsgID: 6818 | Time: 21640.702346
SENT | MsgID: 6850 | Time: 21640.802346
SENT | MsgID: 6882 | Time: 21640.902346
SENT | MsgID: 6914 | Time: 21641.002346
SENT | MsgID: 6949 | Time: 21641.102346
SENT | MsgID: 6981 | Time: 21641.202346
SENT | MsgID: 7013 | Time: 21641.302346
SENT | MsgID: 7045 | Time: 21641.402346
SENT | MsgID: 7077 | Time: 21641.502346
SENT | MsgID: 7109 | Time: 21641.602346
SENT | MsgID: 7141 | Time: 21641.702346
SENT | MsgID: 7173 | Time: 21641.802346
SENT | MsgID: 7205 | Time: 21641.902346
SENT | MsgID: 7237 | Time: 21642.002346
SENT | MsgID: 7275 | Time: 21642.102346
REC | From: 20 | MsgID: 7270 | Time: 21642.201508
SENT | MsgID: 7307 | Time: 21642.202346
SENT | MsgID: 7339 | Time: 21642.302346
SENT | MsgID: 7371 | Time: 21642.402346
SENT | MsgID: 7403 | Time: 21642.502346
SENT | MsgID: 7435 | Time: 21642.602346
SENT | MsgID: 7467 | Time: 21642.702346
SENT | MsgID: 7499 | Time: 21642.802346
SENT | MsgID: 7531 | Time: 21642.902346
SENT | MsgID: 7563 | Time: 21643.002346
SENT | MsgID: 7599 | Time: 21643.102346
SENT | MsgID: 7631 | Time: 21643.202346
SENT | MsgID: 7663 | Time: 21643.302346
SENT | MsgID: 7695 | Time: 21643.402346
SENT | MsgID: 7727 | Time: 21643.502346
SENT | MsgID: 7759 | Time: 21643.602346
SENT | MsgID: 7791 | Time: 21643.702346
SENT | MsgID: 7823 | Time: 21643.802346
SENT | MsgID: 7855 | Time: 21643.902346
SENT | MsgID: 7887 | Time: 21644.002346
SENT | MsgID: 7924 | Time: 21644.102346
REC | From: 23 | MsgID: 7920 | Time: 21644.188187
SENT | MsgID: 7957 | Time: 21644.202346
REC | From: 13 | MsgID: 7922 | Time: 21644.223127
SENT | MsgID: 7990 | Time: 21644.302346
SENT | MsgID: 8023 | Time: 21644.402346
SENT | MsgID: 8056 | Time: 21644.502346
SENT | MsgID: 8089 | Time: 21644.602346
SENT | MsgID: 8122 | Time: 21644.702346
SENT | MsgID: 8155 | Time: 21644.802346
SENT | MsgID: 8188 | Time: 21644.902346
SENT | MsgID: 8221 | Time: 21645.002346
SENT | MsgID: 8257 | Time: 21645.102346
SENT | MsgID: 8290 | Time: 21645.202346
SENT | MsgID: 8323 | Time: 21645.302346
SENT | MsgID: 8356 | Time: 21645.402346
SENT | MsgID: 8389 | Time: 21645.502346
SENT | MsgID: 8422 | Time: 21645.602346
SENT | MsgID: 8455 | Time: 21645.702346
SENT | MsgID: 8488 | Time: 21645.802346
SENT | MsgID: 8521 | Time: 21645.902346
SENT | MsgID: 8554 | Time: 21646.002346
SENT | MsgID: 8593 | Time: 21646.102346
REC | From: 20 | MsgID: 8591 | Time: 21646.201516
SENT | MsgID: 8627 | Time: 21646.202346
SENT | MsgID: 8661 | Time: 21646.302346
SENT | MsgID: 8695 | Time: 21646.402346
SENT | MsgID: 8729 | Time: 21646.502346
SENT | MsgID: 8763 | Time: 21646.602346
SENT | MsgID: 8797 | Time: 21646.702346
SENT | MsgID: 8831 | Time: 21646.802346
SENT | MsgID: 8865 | Time: 21646.902346
SENT | MsgID: 8899 | Time: 21647.002346
SENT | MsgID: 8936 | Time: 21647.102346
SENT | MsgID: 8970 | Time: 21647.202346
SENT | MsgID: 9004 | Time: 21647.302346
SENT | MsgID: 9038 | Time: 21647.402346
SENT | MsgID: 9072 | Time: 21647.502346
SENT | MsgID: 9106 | Time: 21647.602346
SENT | MsgID: 9140 | Time: 21647.702346
SENT | MsgID: 9174 | Time: 21647.802346
SENT | MsgID: 9208 | Time: 21647.902346
SENT | MsgID: 9242 | Time: 21648.002346
SENT | MsgID: 9280 | Time: 21648.102346
SENT | MsgID: 9314 | Time: 21648.202346
REC | From: 13 | MsgID: 9277 | Time: 21648.223118
SENT | MsgID: 9348 | Time: 21648.302346
SENT | MsgID: 9382 | Time: 21648.402346
SENT | MsgID: 9416 | Time: 21648.502346
SENT | MsgID: 9450 | Time: 21648.602346
SENT | MsgID: 9484 | Time: 21648.702346
SENT | MsgID: 9518 | Time: 21648.802346
SENT | MsgID: 9552 | Time: 21648.902346
SENT | MsgID: 9586 | Time: 21649.002346
SENT | MsgID: 9625 | Time: 21649.102346
REC | From: 20 | MsgID: 9622 | Time: 21649.201511
SENT | MsgID: 9660 | Time: 21649.202346
SENT | MsgID: 9695 | Time: 21649.302346
SENT | MsgID: 9730 | Time: 21649.402346
SENT | MsgID: 9765 | Time: 21649.502346
SENT | MsgID: 9800 | Time: 21649.602346
SENT | MsgID: 9835 | Time: 21649.702346
SENT | MsgID: 9870 | Time: 21649.802346
SENT | MsgID: 9905 | Time: 21649.902346
SENT | MsgID: 9940 | Time: 21650.002346
SENT | MsgID: 9981 | Time: 21650.102346
SENT | MsgID: 10017 | Time: 21650.202346
SENT | MsgID: 10053 | Time: 21650.302346
SENT | MsgID: 10089 | Time: 21650.402346
SENT | MsgID: 10125 | Time: 21650.502346
