FIT: {'loss': [3.0875041484832764], 'accuracy': [0.19186046719551086]}
EVALUATE: {'loss': [2.897981882095337], 'accuracy': [0.2732240557670593]}
FIT: {'loss': [2.583489418029785], 'accuracy': [0.3255814015865326]}
EVALUATE: {'loss': [2.2974963188171387], 'accuracy': [0.5027322173118591]}
FIT: {'loss': [2.4072659015655518], 'accuracy': [0.3604651093482971]}
EVALUATE: {'loss': [2.2904610633850098], 'accuracy': [0.40437158942222595]}
FIT: {'loss': [2.7297019958496094], 'accuracy': [0.30523255467414856]}
EVALUATE: {'loss': [2.520918846130371], 'accuracy': [0.3606557250022888]}
FIT: {'loss': [2.5761032104492188], 'accuracy': [0.36918604373931885]}
EVALUATE: {'loss': [2.2142717838287354], 'accuracy': [0.4863387942314148]}
FIT: {'loss': [2.3819005489349365], 'accuracy': [0.38081395626068115]}
EVALUATE: {'loss': [2.379288911819458], 'accuracy': [0.46994534134864807]}
FIT: {'loss': [2.417168617248535], 'accuracy': [0.3866279125213623]}
EVALUATE: {'loss': [2.144763469696045], 'accuracy': [0.4207650125026703]}
