Tipo: ENVIO | Node: RSU_100003 | MsgID: 3253 | Tempo: 21606.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 4617 | Tempo: 21607.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 6006 | Tempo: 21608.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 7542 | Tempo: 21609.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 9332 | Tempo: 21610.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 11499 | Tempo: 21611.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 13716 | Tempo: 21612.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 15917 | Tempo: 21613.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 18357 | Tempo: 21614.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 21088 | Tempo: 21615.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 23908 | Tempo: 21616.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 27811 | Tempo: 21617.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 32446 | Tempo: 21618.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 37401 | Tempo: 21619.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 43035 | Tempo: 21620.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 48941 | Tempo: 21621.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 54992 | Tempo: 21622.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 61316 | Tempo: 21623.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 68020 | Tempo: 21624.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 74638 | Tempo: 21625.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 81330 | Tempo: 21626.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 88012 | Tempo: 21627.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 94663 | Tempo: 21628.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 101373 | Tempo: 21629.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 108582 | Tempo: 21630.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 116569 | Tempo: 21631.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 124981 | Tempo: 21632.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 133712 | Tempo: 21633.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 134589 | Tempo: 21633.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 142574 | Tempo: 21634.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 143454 | Tempo: 21634.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 151672 | Tempo: 21635.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 161666 | Tempo: 21636.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 171915 | Tempo: 21637.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 172961 | Tempo: 21637.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 183104 | Tempo: 21638.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 184218 | Tempo: 21638.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 195198 | Tempo: 21639.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 207259 | Tempo: 21640.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 219282 | Tempo: 21641.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 220397 | Tempo: 21641.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 231394 | Tempo: 21642.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 243455 | Tempo: 21643.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 255545 | Tempo: 21644.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 267841 | Tempo: 21645.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 268968 | Tempo: 21645.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 280273 | Tempo: 21646.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 292940 | Tempo: 21647.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 305581 | Tempo: 21648.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 318248 | Tempo: 21649.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 319461 | Tempo: 21649.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 331646 | Tempo: 21650.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 345466 | Tempo: 21651.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 346746 | Tempo: 21651.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 359646 | Tempo: 21652.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 374791 | Tempo: 21653.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 376175 | Tempo: 21653.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 389875 | Tempo: 21654.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 391259 | Tempo: 21654.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 404934 | Tempo: 21655.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 420001 | Tempo: 21656.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 421383 | Tempo: 21656.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 435063 | Tempo: 21657.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 436490 | Tempo: 21657.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 450570 | Tempo: 21658.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 466151 | Tempo: 21659.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 467616 | Tempo: 21659.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 482050 | Tempo: 21660.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 498009 | Tempo: 21661.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 513961 | Tempo: 21662.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 530514 | Tempo: 21663.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 547814 | Tempo: 21664.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 565175 | Tempo: 21665.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 583312 | Tempo: 21666.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 584940 | Tempo: 21666.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 601587 | Tempo: 21667.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 603324 | Tempo: 21667.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 621065 | Tempo: 21668.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 641953 | Tempo: 21669.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 663792 | Tempo: 21670.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 666461 | Tempo: 21670.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 685994 | Tempo: 21671.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 708085 | Tempo: 21672.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 710853 | Tempo: 21672.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 730429 | Tempo: 21673.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 732424 | Tempo: 21673.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 753674 | Tempo: 21674.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 756552 | Tempo: 21674.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 778043 | Tempo: 21675.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 781007 | Tempo: 21675.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 803000 | Tempo: 21676.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 829080 | Tempo: 21677.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 855183 | Tempo: 21678.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 858273 | Tempo: 21678.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 881354 | Tempo: 21679.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 907445 | Tempo: 21680.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 909635 | Tempo: 21680.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 934373 | Tempo: 21681.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 937685 | Tempo: 21681.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 961420 | Tempo: 21682.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 964758 | Tempo: 21682.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 989138 | Tempo: 21683.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 991355 | Tempo: 21683.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1017163 | Tempo: 21684.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1020596 | Tempo: 21684.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1046268 | Tempo: 21685.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1049689 | Tempo: 21685.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1075569 | Tempo: 21686.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1079105 | Tempo: 21686.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1105904 | Tempo: 21687.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 1108287 | Tempo: 21687.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1136187 | Tempo: 21688.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 1138569 | Tempo: 21688.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1166484 | Tempo: 21689.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 1168867 | Tempo: 21689.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1196814 | Tempo: 21690.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1227191 | Tempo: 21691.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1230945 | Tempo: 21691.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1258449 | Tempo: 21692.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1289508 | Tempo: 21693.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1320619 | Tempo: 21694.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1324394 | Tempo: 21694.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1352897 | Tempo: 21695.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1356753 | Tempo: 21695.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1385985 | Tempo: 21696.1
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1419200 | Tempo: 21697.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1423107 | Tempo: 21697.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1452682 | Tempo: 21698.1
Tipo: RECEBIMENTO | Node: 45 | MsgID: 1456768 | Tempo: 21698.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1488058 | Tempo: 21699.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 1490870 | Tempo: 21699.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1525323 | Tempo: 21700.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 1528154 | Tempo: 21700.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1562750 | Tempo: 21701.1
Tipo: RECEBIMENTO | Node: 25 | MsgID: 1565586 | Tempo: 21701.2
Tipo: ENVIO | Node: RSU_100003 | MsgID: 1600134 | Tempo: 21702.1
