Tipo: ENVIO | Node: RSU_100002 | MsgID: 190 | Tempo: 21601.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 434 | Tempo: 21602.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 537 | Tempo: 21602.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 922 | Tempo: 21603.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 1051 | Tempo: 21603.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 1572 | Tempo: 21604.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 1742 | Tempo: 21604.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 2391 | Tempo: 21605.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 3277 | Tempo: 21606.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 4618 | Tempo: 21607.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 5989 | Tempo: 21608.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 6284 | Tempo: 21608.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 7548 | Tempo: 21609.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 9338 | Tempo: 21610.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 9740 | Tempo: 21610.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 11556 | Tempo: 21611.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 13722 | Tempo: 21612.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 14123 | Tempo: 21612.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 15973 | Tempo: 21613.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 16261 | Tempo: 21613.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 18413 | Tempo: 21614.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 18896 | Tempo: 21614.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 21156 | Tempo: 21615.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 21638 | Tempo: 21615.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 24036 | Tempo: 21616.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 24698 | Tempo: 21616.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 27972 | Tempo: 21617.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 28412 | Tempo: 21617.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 32614 | Tempo: 21618.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 33439 | Tempo: 21618.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 37592 | Tempo: 21619.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 38570 | Tempo: 21619.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 43220 | Tempo: 21620.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 43757 | Tempo: 21620.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 49072 | Tempo: 21621.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 50089 | Tempo: 21621.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 55115 | Tempo: 21622.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 61352 | Tempo: 21623.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 68008 | Tempo: 21624.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 74664 | Tempo: 21625.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 75276 | Tempo: 21625.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 81397 | Tempo: 21626.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 82555 | Tempo: 21626.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 88076 | Tempo: 21627.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 94694 | Tempo: 21628.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 95825 | Tempo: 21628.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 101432 | Tempo: 21629.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 102653 | Tempo: 21629.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 108674 | Tempo: 21630.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 116694 | Tempo: 21631.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 125144 | Tempo: 21632.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 126184 | Tempo: 21632.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 133918 | Tempo: 21633.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 142739 | Tempo: 21634.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 143554 | Tempo: 21634.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 151837 | Tempo: 21635.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 161762 | Tempo: 21636.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 172011 | Tempo: 21637.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 183105 | Tempo: 21638.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 185084 | Tempo: 21638.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 195194 | Tempo: 21639.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 207215 | Tempo: 21640.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 209217 | Tempo: 21640.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 219327 | Tempo: 21641.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 220780 | Tempo: 21641.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 231477 | Tempo: 21642.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 233479 | Tempo: 21642.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 243589 | Tempo: 21643.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 255694 | Tempo: 21644.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 256763 | Tempo: 21644.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 268107 | Tempo: 21645.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 269151 | Tempo: 21645.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 280475 | Tempo: 21646.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 293068 | Tempo: 21647.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 294141 | Tempo: 21647.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 305730 | Tempo: 21648.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 307857 | Tempo: 21648.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 318521 | Tempo: 21649.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 319604 | Tempo: 21649.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 331818 | Tempo: 21650.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 345709 | Tempo: 21651.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 347378 | Tempo: 21651.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 359841 | Tempo: 21652.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 361079 | Tempo: 21652.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 375007 | Tempo: 21653.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 390074 | Tempo: 21654.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 392600 | Tempo: 21654.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 405199 | Tempo: 21655.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 406437 | Tempo: 21655.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 420345 | Tempo: 21656.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 435422 | Tempo: 21657.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 436669 | Tempo: 21657.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 451059 | Tempo: 21658.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 453600 | Tempo: 21658.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 466640 | Tempo: 21659.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 467917 | Tempo: 21659.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 482561 | Tempo: 21660.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 484359 | Tempo: 21660.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 498583 | Tempo: 21661.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 499921 | Tempo: 21661.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 514710 | Tempo: 21662.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 516044 | Tempo: 21662.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 531422 | Tempo: 21663.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 533343 | Tempo: 21663.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 548768 | Tempo: 21664.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 550619 | Tempo: 21664.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 566195 | Tempo: 21665.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 567659 | Tempo: 21665.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 584271 | Tempo: 21666.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 585743 | Tempo: 21666.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 602653 | Tempo: 21667.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 622138 | Tempo: 21668.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 623773 | Tempo: 21668.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 643095 | Tempo: 21669.1
Tipo: RECEBIMENTO | Node: 43 | MsgID: 645034 | Tempo: 21669.2
Tipo: RECEBIMENTO | Node: 1 | MsgID: 646534 | Tempo: 21669.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 664931 | Tempo: 21670.1
Tipo: RECEBIMENTO | Node: 44 | MsgID: 667380 | Tempo: 21670.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 686999 | Tempo: 21671.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 689350 | Tempo: 21671.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 709085 | Tempo: 21672.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 711435 | Tempo: 21672.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 731227 | Tempo: 21673.1
Tipo: RECEBIMENTO | Node: 42 | MsgID: 732958 | Tempo: 21673.2
Tipo: RECEBIMENTO | Node: 31 | MsgID: 733764 | Tempo: 21673.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 754454 | Tempo: 21674.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 756317 | Tempo: 21674.2
