Tipo: ENVIO | Node: RSU_100002 | MsgID: 190 | Tempo: 21601.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 434 | Tempo: 21602.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 904 | Tempo: 21603.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 1536 | Tempo: 21604.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 2337 | Tempo: 21605.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 2537 | Tempo: 21605.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 3241 | Tempo: 21606.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 4582 | Tempo: 21607.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 5953 | Tempo: 21608.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 6305 | Tempo: 21608.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 7512 | Tempo: 21609.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 9302 | Tempo: 21610.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 9783 | Tempo: 21610.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 11520 | Tempo: 21611.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 11813 | Tempo: 21611.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 13733 | Tempo: 21612.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 15934 | Tempo: 21613.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 16231 | Tempo: 21613.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 18375 | Tempo: 21614.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 21056 | Tempo: 21615.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 21609 | Tempo: 21615.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 23936 | Tempo: 21616.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 24598 | Tempo: 21616.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 27856 | Tempo: 21617.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 28312 | Tempo: 21617.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 32499 | Tempo: 21618.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 32970 | Tempo: 21618.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 37460 | Tempo: 21619.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 43030 | Tempo: 21620.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 43935 | Tempo: 21620.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 48915 | Tempo: 21621.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 49897 | Tempo: 21621.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 54978 | Tempo: 21622.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 55947 | Tempo: 21622.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 61263 | Tempo: 21623.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 61907 | Tempo: 21623.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 67980 | Tempo: 21624.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 69002 | Tempo: 21624.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 74646 | Tempo: 21625.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 75668 | Tempo: 21625.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 81312 | Tempo: 21626.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 82398 | Tempo: 21626.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 88016 | Tempo: 21627.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 94672 | Tempo: 21628.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 95694 | Tempo: 21628.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 101397 | Tempo: 21629.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 102472 | Tempo: 21629.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 108621 | Tempo: 21630.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 109813 | Tempo: 21630.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 116679 | Tempo: 21631.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 117947 | Tempo: 21631.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 125185 | Tempo: 21632.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 125974 | Tempo: 21632.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 134010 | Tempo: 21633.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 142808 | Tempo: 21634.1
Tipo: RECEBIMENTO | Node: 14 | MsgID: 144674 | Tempo: 21634.3
Tipo: ENVIO | Node: RSU_100002 | MsgID: 151883 | Tempo: 21635.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 153313 | Tempo: 21635.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 161810 | Tempo: 21636.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 172156 | Tempo: 21637.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 173690 | Tempo: 21637.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 183273 | Tempo: 21638.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 195324 | Tempo: 21639.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 196436 | Tempo: 21639.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 207454 | Tempo: 21640.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 208566 | Tempo: 21640.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 219584 | Tempo: 21641.1
Tipo: RECEBIMENTO | Node: 10 | MsgID: 221262 | Tempo: 21641.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 231706 | Tempo: 21642.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 243777 | Tempo: 21643.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 245466 | Tempo: 21643.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 255905 | Tempo: 21644.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 257047 | Tempo: 21644.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 268224 | Tempo: 21645.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 269982 | Tempo: 21645.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 280589 | Tempo: 21646.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 282390 | Tempo: 21646.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 293240 | Tempo: 21647.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 294392 | Tempo: 21647.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 305894 | Tempo: 21648.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 318561 | Tempo: 21649.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 331825 | Tempo: 21650.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 345790 | Tempo: 21651.1
Tipo: RECEBIMENTO | Node: 5 | MsgID: 346962 | Tempo: 21651.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 359970 | Tempo: 21652.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 362218 | Tempo: 21652.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 375069 | Tempo: 21653.1
Tipo: RECEBIMENTO | Node: 31 | MsgID: 376420 | Tempo: 21653.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 390115 | Tempo: 21654.1
Tipo: RECEBIMENTO | Node: 11 | MsgID: 392312 | Tempo: 21654.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 405199 | Tempo: 21655.1
Tipo: RECEBIMENTO | Node: 1 | MsgID: 407500 | Tempo: 21655.2
Tipo: ENVIO | Node: RSU_100002 | MsgID: 420351 | Tempo: 21656.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 435505 | Tempo: 21657.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 450948 | Tempo: 21658.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 466397 | Tempo: 21659.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 482364 | Tempo: 21660.1
Tipo: ENVIO | Node: RSU_100002 | MsgID: 498318 | Tempo: 21661.1
