FIT: {'loss': [2.9484200477600098], 'accuracy': [0.2744063436985016]}
EVALUATE: {'loss': [2.75909423828125], 'accuracy': [0.3099631071090698]}
FIT: {'loss': [2.8389275074005127], 'accuracy': [0.291556715965271]}
EVALUATE: {'loss': [2.6259262561798096], 'accuracy': [0.43911439180374146]}
FIT: {'loss': [2.712752103805542], 'accuracy': [0.3232190012931824]}
EVALUATE: {'loss': [2.425860643386841], 'accuracy': [0.45387452840805054]}
FIT: {'loss': [2.5775134563446045], 'accuracy': [0.33641159534454346]}
EVALUATE: {'loss': [2.2855517864227295], 'accuracy': [0.446494460105896]}
FIT: {'loss': [2.601795196533203], 'accuracy': [0.33905014395713806]}
EVALUATE: {'loss': [2.2338311672210693], 'accuracy': [0.4317343235015869]}
