FIT: {'loss': [3.1077613830566406], 'accuracy': [0.2363343983888626]}
EVALUATE: {'loss': [2.814678907394409], 'accuracy': [0.2846153974533081]}
FIT: {'loss': [2.9590282440185547], 'accuracy': [0.2491961419582367]}
EVALUATE: {'loss': [2.460836887359619], 'accuracy': [0.4384615421295166]}
FIT: {'loss': [2.7682559490203857], 'accuracy': [0.3054662346839905]}
EVALUATE: {'loss': [2.534738302230835], 'accuracy': [0.3692307770252228]}
FIT: {'loss': [2.6471614837646484], 'accuracy': [0.3231511116027832]}
EVALUATE: {'loss': [2.128694772720337], 'accuracy': [0.4923076927661896]}
FIT: {'loss': [2.488286256790161], 'accuracy': [0.3794212341308594]}
EVALUATE: {'loss': [2.138920783996582], 'accuracy': [0.45384615659713745]}
