FIT: {'loss': [0.9663673639297485], 'accuracy': [0.7267361283302307]}
EVALUATE: {'loss': [0.14609438180923462], 'accuracy': [0.9614043831825256]}
FIT: {'loss': [0.1488255113363266], 'accuracy': [0.9557676911354065]}
EVALUATE: {'loss': [0.03564995527267456], 'accuracy': [0.9908186793327332]}
FIT: {'loss': [0.12236212939023972], 'accuracy': [0.964475691318512]}
EVALUATE: {'loss': [0.036526575684547424], 'accuracy': [0.9916688203811646]}
FIT: {'loss': [0.10293678939342499], 'accuracy': [0.9702324271202087]}
EVALUATE: {'loss': [0.024495350196957588], 'accuracy': [0.9926889538764954]}
FIT: {'loss': [0.09312094748020172], 'accuracy': [0.9725642800331116]}
EVALUATE: {'loss': [0.01951337419450283], 'accuracy': [0.9954093098640442]}
FIT: {'loss': [0.08067326247692108], 'accuracy': [0.9758799076080322]}
EVALUATE: {'loss': [0.0157754085958004], 'accuracy': [0.9955793619155884]}
