FIT: {'loss': [0.9891936779022217], 'accuracy': [0.7232383489608765]}
EVALUATE: {'loss': [0.19242697954177856], 'accuracy': [0.9506078362464905]}
FIT: {'loss': [0.28585976362228394], 'accuracy': [0.9134300351142883]}
EVALUATE: {'loss': [0.0638214498758316], 'accuracy': [0.9832525849342346]}
FIT: {'loss': [0.2535054683685303], 'accuracy': [0.9250164031982422]}
EVALUATE: {'loss': [0.048684168606996536], 'accuracy': [0.9892884492874146]}
FIT: {'loss': [0.2312428504228592], 'accuracy': [0.9303359389305115]}
EVALUATE: {'loss': [0.05498083680868149], 'accuracy': [0.9847828149795532]}
FIT: {'loss': [0.23166388273239136], 'accuracy': [0.9300808906555176]}
EVALUATE: {'loss': [0.048609208315610886], 'accuracy': [0.9871631264686584]}
FIT: {'loss': [0.1812993288040161], 'accuracy': [0.9466224312782288]}
EVALUATE: {'loss': [0.03902631253004074], 'accuracy': [0.989458441734314]}
FIT: {'loss': [0.15528693795204163], 'accuracy': [0.9538002014160156]}
EVALUATE: {'loss': [0.041215717792510986], 'accuracy': [0.9885233640670776]}
