FIT: {'loss': [0.9655434489250183], 'accuracy': [0.7264082431793213]}
EVALUATE: {'loss': [0.1607765257358551], 'accuracy': [0.9619144797325134]}
FIT: {'loss': [0.28123903274536133], 'accuracy': [0.9125555753707886]}
EVALUATE: {'loss': [0.06307114660739899], 'accuracy': [0.9853779077529907]}
FIT: {'loss': [0.2581196129322052], 'accuracy': [0.922502338886261]}
EVALUATE: {'loss': [0.053651683032512665], 'accuracy': [0.9863980412483215]}
FIT: {'loss': [0.22203774750232697], 'accuracy': [0.9336150884628296]}
EVALUATE: {'loss': [0.043990958482027054], 'accuracy': [0.9895434975624084]}
FIT: {'loss': [0.23318609595298767], 'accuracy': [0.9289513826370239]}
EVALUATE: {'loss': [0.04541303589940071], 'accuracy': [0.988948404788971]}
FIT: {'loss': [0.17826154828071594], 'accuracy': [0.9456751346588135]}
EVALUATE: {'loss': [0.059713248163461685], 'accuracy': [0.9871631264686584]}
FIT: {'loss': [0.14816607534885406], 'accuracy': [0.9576258659362793]}
EVALUATE: {'loss': [0.0306997112929821], 'accuracy': [0.9923489093780518]}
FIT: {'loss': [0.1795596033334732], 'accuracy': [0.9458573460578918]}
EVALUATE: {'loss': [0.05105619132518768], 'accuracy': [0.987503170967102]}
FIT: {'loss': [0.14614906907081604], 'accuracy': [0.9552211761474609]}
EVALUATE: {'loss': [0.056152332574129105], 'accuracy': [0.9874181747436523]}
