FIT: {'loss': [0.9864978194236755], 'accuracy': [0.7239306569099426]}
EVALUATE: {'loss': [0.15283319354057312], 'accuracy': [0.9546034336090088]}
FIT: {'loss': [0.23466557264328003], 'accuracy': [0.92869633436203]}
EVALUATE: {'loss': [0.051230818033218384], 'accuracy': [0.987503170967102]}
FIT: {'loss': [0.18525683879852295], 'accuracy': [0.9461123943328857]}
EVALUATE: {'loss': [0.04010665789246559], 'accuracy': [0.9890334010124207]}
FIT: {'loss': [0.14609886705875397], 'accuracy': [0.9554033279418945]}
EVALUATE: {'loss': [0.02909749560058117], 'accuracy': [0.993028998374939]}
FIT: {'loss': [0.18297593295574188], 'accuracy': [0.9455658197402954]}
EVALUATE: {'loss': [0.039334241300821304], 'accuracy': [0.9900535345077515]}
FIT: {'loss': [0.1483297497034073], 'accuracy': [0.9564964175224304]}
EVALUATE: {'loss': [0.036198630928993225], 'accuracy': [0.991838812828064]}
