FIT: {'loss': [0.9876689910888672], 'accuracy': [0.7189754247665405]}
EVALUATE: {'loss': [0.18006856739521027], 'accuracy': [0.9484825134277344]}
FIT: {'loss': [0.28108128905296326], 'accuracy': [0.9146323800086975]}
EVALUATE: {'loss': [0.06078994646668434], 'accuracy': [0.9841026663780212]}
FIT: {'loss': [0.2614530026912689], 'accuracy': [0.9199883341789246]}
EVALUATE: {'loss': [0.06903991848230362], 'accuracy': [0.9851228594779968]}
FIT: {'loss': [0.22373345494270325], 'accuracy': [0.9318297505378723]}
EVALUATE: {'loss': [0.050926052033901215], 'accuracy': [0.9897985458374023]}
FIT: {'loss': [0.2264270931482315], 'accuracy': [0.9313196539878845]}
EVALUATE: {'loss': [0.0531545914709568], 'accuracy': [0.9886083602905273]}
FIT: {'loss': [0.1782255321741104], 'accuracy': [0.9473511576652527]}
EVALUATE: {'loss': [0.03517937287688255], 'accuracy': [0.991073727607727]}
FIT: {'loss': [0.15499192476272583], 'accuracy': [0.9533265233039856]}
EVALUATE: {'loss': [0.035135213285684586], 'accuracy': [0.9923489093780518]}
