FIT: {'loss': [0.9786954522132874], 'accuracy': [0.7229833006858826]}
EVALUATE: {'loss': [0.1759006381034851], 'accuracy': [0.9517130255699158]}
FIT: {'loss': [0.2908249497413635], 'accuracy': [0.9120454788208008]}
EVALUATE: {'loss': [0.07891879230737686], 'accuracy': [0.9845277667045593]}
FIT: {'loss': [0.24769078195095062], 'accuracy': [0.9244334101676941]}
EVALUATE: {'loss': [0.052313148975372314], 'accuracy': [0.9881832599639893]}
FIT: {'loss': [0.22623851895332336], 'accuracy': [0.9304816722869873]}
EVALUATE: {'loss': [0.049961719661951065], 'accuracy': [0.986993134021759]}
FIT: {'loss': [0.23123136162757874], 'accuracy': [0.9295707941055298]}
EVALUATE: {'loss': [0.045620981603860855], 'accuracy': [0.9892884492874146]}
FIT: {'loss': [0.17973767220973969], 'accuracy': [0.9457844495773315]}
EVALUATE: {'loss': [0.04423705115914345], 'accuracy': [0.9884383082389832]}
FIT: {'loss': [0.15042279660701752], 'accuracy': [0.955330491065979]}
EVALUATE: {'loss': [0.03293723240494728], 'accuracy': [0.9911587238311768]}
FIT: {'loss': [0.17584355175495148], 'accuracy': [0.9456751346588135]}
EVALUATE: {'loss': [0.04249187186360359], 'accuracy': [0.9909036755561829]}
