FIT: {'loss': [0.9611260890960693], 'accuracy': [0.7261167168617249]}
EVALUATE: {'loss': [0.13949574530124664], 'accuracy': [0.959364116191864]}
FIT: {'loss': [0.27843594551086426], 'accuracy': [0.9149238467216492]}
EVALUATE: {'loss': [0.07210388034582138], 'accuracy': [0.9843577146530151]}
FIT: {'loss': [0.2561110258102417], 'accuracy': [0.9221015572547913]}
EVALUATE: {'loss': [0.064326710999012], 'accuracy': [0.9823174476623535]}
FIT: {'loss': [0.23738424479961395], 'accuracy': [0.9285141825675964]}
EVALUATE: {'loss': [0.047717563807964325], 'accuracy': [0.9876732230186462]}
FIT: {'loss': [0.17679867148399353], 'accuracy': [0.9461123943328857]}
EVALUATE: {'loss': [0.04584495723247528], 'accuracy': [0.9896284937858582]}
FIT: {'loss': [0.1496126353740692], 'accuracy': [0.9557312726974487]}
EVALUATE: {'loss': [0.03506059944629669], 'accuracy': [0.9904786348342896]}
FIT: {'loss': [0.17870710790157318], 'accuracy': [0.9455658197402954]}
EVALUATE: {'loss': [0.04048599302768707], 'accuracy': [0.988948404788971]}
