FIT: {'loss': [0.9995595216751099], 'accuracy': [0.7182467579841614]}
EVALUATE: {'loss': [0.16894830763339996], 'accuracy': [0.9534132480621338]}
FIT: {'loss': [0.29370540380477905], 'accuracy': [0.9122276306152344]}
EVALUATE: {'loss': [0.07019076496362686], 'accuracy': [0.9829975366592407]}
FIT: {'loss': [0.2539757788181305], 'accuracy': [0.9230124354362488]}
EVALUATE: {'loss': [0.06373962759971619], 'accuracy': [0.9835076332092285]}
FIT: {'loss': [0.23625145852565765], 'accuracy': [0.9296072125434875]}
EVALUATE: {'loss': [0.05667626112699509], 'accuracy': [0.9855479001998901]}
FIT: {'loss': [0.24243582785129547], 'accuracy': [0.9263280630111694]}
EVALUATE: {'loss': [0.049525994807481766], 'accuracy': [0.9870781302452087]}
FIT: {'loss': [0.18091699481010437], 'accuracy': [0.9459666013717651]}
EVALUATE: {'loss': [0.042489130049943924], 'accuracy': [0.987758219242096]}
FIT: {'loss': [0.14844883978366852], 'accuracy': [0.9564964175224304]}
EVALUATE: {'loss': [0.03726068511605263], 'accuracy': [0.989883542060852]}
FIT: {'loss': [0.1762743890285492], 'accuracy': [0.9468046426773071]}
EVALUATE: {'loss': [0.04164549335837364], 'accuracy': [0.9895434975624084]}
FIT: {'loss': [0.14991995692253113], 'accuracy': [0.955330491065979]}
EVALUATE: {'loss': [0.04292786121368408], 'accuracy': [0.9902235865592957]}
