FIT: {'loss': [1.0000053644180298], 'accuracy': [0.7178094983100891]}
EVALUATE: {'loss': [0.16745717823505402], 'accuracy': [0.9478024244308472]}
FIT: {'loss': [0.17860594391822815], 'accuracy': [0.9466953277587891]}
EVALUATE: {'loss': [0.03547263890504837], 'accuracy': [0.9926038980484009]}
FIT: {'loss': [0.14813128113746643], 'accuracy': [0.9576258659362793]}
EVALUATE: {'loss': [0.04474373906850815], 'accuracy': [0.9893734455108643]}
FIT: {'loss': [0.1526617407798767], 'accuracy': [0.954383134841919]}
EVALUATE: {'loss': [0.03769287094473839], 'accuracy': [0.9904786348342896]}
FIT: {'loss': [0.11799347400665283], 'accuracy': [0.9633826613426208]}
EVALUATE: {'loss': [0.04137963429093361], 'accuracy': [0.9897134900093079]}
FIT: {'loss': [0.11531424522399902], 'accuracy': [0.9660059809684753]}
EVALUATE: {'loss': [0.02892647497355938], 'accuracy': [0.9920938611030579]}
FIT: {'loss': [0.1106695607304573], 'accuracy': [0.966661810874939]}
EVALUATE: {'loss': [0.028977302834391594], 'accuracy': [0.9924339056015015]}
