FIT: {'loss': [1.002277135848999], 'accuracy': [0.7177730798721313]}
EVALUATE: {'loss': [0.15802793204784393], 'accuracy': [0.9591090679168701]}
FIT: {'loss': [0.13749359548091888], 'accuracy': [0.9585367441177368]}
EVALUATE: {'loss': [0.040765807032585144], 'accuracy': [0.9903935790061951]}
FIT: {'loss': [0.12797339260578156], 'accuracy': [0.9616701602935791]}
EVALUATE: {'loss': [0.040669288486242294], 'accuracy': [0.9892884492874146]}
FIT: {'loss': [0.11489018052816391], 'accuracy': [0.9661881327629089]}
EVALUATE: {'loss': [0.02819008007645607], 'accuracy': [0.9932840466499329]}
FIT: {'loss': [0.1072118803858757], 'accuracy': [0.968957245349884]}
EVALUATE: {'loss': [0.019257280975580215], 'accuracy': [0.994219183921814]}
FIT: {'loss': [0.10956868529319763], 'accuracy': [0.9672812223434448]}
EVALUATE: {'loss': [0.021448493003845215], 'accuracy': [0.994219183921814]}
