FIT: {'loss': [0.9686214327812195], 'accuracy': [0.7280842661857605]}
EVALUATE: {'loss': [0.16609397530555725], 'accuracy': [0.9623395204544067]}
FIT: {'loss': [0.15251439809799194], 'accuracy': [0.9548932313919067]}
EVALUATE: {'loss': [0.02927347645163536], 'accuracy': [0.9920938611030579]}
FIT: {'loss': [0.13718776404857635], 'accuracy': [0.9604313969612122]}
EVALUATE: {'loss': [0.02785942330956459], 'accuracy': [0.9931989908218384]}
FIT: {'loss': [0.12300720065832138], 'accuracy': [0.9623624682426453]}
EVALUATE: {'loss': [0.04139169678092003], 'accuracy': [0.988948404788971]}
FIT: {'loss': [0.12233279645442963], 'accuracy': [0.9640384912490845]}
EVALUATE: {'loss': [0.022899731993675232], 'accuracy': [0.9936240911483765]}
FIT: {'loss': [0.10993580520153046], 'accuracy': [0.9658238291740417]}
EVALUATE: {'loss': [0.021845974028110504], 'accuracy': [0.9944741725921631]}
FIT: {'loss': [0.11336913704872131], 'accuracy': [0.9662610292434692]}
EVALUATE: {'loss': [0.01954697258770466], 'accuracy': [0.9943891763687134]}
