FIT: {'loss': [0.9807653427124023], 'accuracy': [0.7225825190544128]}
EVALUATE: {'loss': [0.13056595623493195], 'accuracy': [0.964209794998169]}
FIT: {'loss': [0.2000976800918579], 'accuracy': [0.9406106472015381]}
EVALUATE: {'loss': [0.04185326024889946], 'accuracy': [0.9897134900093079]}
FIT: {'loss': [0.1735086888074875], 'accuracy': [0.9461852312088013]}
EVALUATE: {'loss': [0.02979801408946514], 'accuracy': [0.9919238090515137]}
FIT: {'loss': [0.15689854323863983], 'accuracy': [0.9535815715789795]}
EVALUATE: {'loss': [0.0376412607729435], 'accuracy': [0.991073727607727]}
FIT: {'loss': [0.14147652685642242], 'accuracy': [0.9571886658668518]}
EVALUATE: {'loss': [0.025602390989661217], 'accuracy': [0.9941341280937195]}
FIT: {'loss': [0.12426137924194336], 'accuracy': [0.962289571762085]}
EVALUATE: {'loss': [0.025476379320025444], 'accuracy': [0.9957493543624878]}
