FIT: {'loss': [0.9774855375289917], 'accuracy': [0.7229468822479248]}
EVALUATE: {'loss': [0.1447993963956833], 'accuracy': [0.9618294835090637]}
FIT: {'loss': [0.20196981728076935], 'accuracy': [0.9397726655006409]}
EVALUATE: {'loss': [0.05223511531949043], 'accuracy': [0.9844427704811096]}
FIT: {'loss': [0.17342689633369446], 'accuracy': [0.9482620358467102]}
EVALUATE: {'loss': [0.06125983968377113], 'accuracy': [0.9858879446983337]}
FIT: {'loss': [0.14996223151683807], 'accuracy': [0.9550754427909851]}
EVALUATE: {'loss': [0.03320160508155823], 'accuracy': [0.9908186793327332]}
FIT: {'loss': [0.138519287109375], 'accuracy': [0.9584274291992188]}
EVALUATE: {'loss': [0.02848116122186184], 'accuracy': [0.9925189018249512]}
FIT: {'loss': [0.12631739675998688], 'accuracy': [0.9638562798500061]}
EVALUATE: {'loss': [0.023424198850989342], 'accuracy': [0.9940491318702698]}
FIT: {'loss': [0.12117967009544373], 'accuracy': [0.9635283946990967]}
EVALUATE: {'loss': [0.02493995986878872], 'accuracy': [0.9934540390968323]}
FIT: {'loss': [0.10957259684801102], 'accuracy': [0.9683014154434204]}
EVALUATE: {'loss': [0.029096094891428947], 'accuracy': [0.9922638535499573]}
