FIT: {'loss': [0.9840155839920044], 'accuracy': [0.7222910523414612]}
EVALUATE: {'loss': [0.15889841318130493], 'accuracy': [0.9614894390106201]}
FIT: {'loss': [0.16999484598636627], 'accuracy': [0.9478976726531982]}
EVALUATE: {'loss': [0.03958834335207939], 'accuracy': [0.9895434975624084]}
FIT: {'loss': [0.15478870272636414], 'accuracy': [0.9545653462409973]}
EVALUATE: {'loss': [0.03517721965909004], 'accuracy': [0.9920088648796082]}
FIT: {'loss': [0.13394612073898315], 'accuracy': [0.9587189555168152]}
EVALUATE: {'loss': [0.03609142825007439], 'accuracy': [0.9900535345077515]}
FIT: {'loss': [0.12692438066005707], 'accuracy': [0.9610872268676758]}
EVALUATE: {'loss': [0.031826119869947433], 'accuracy': [0.9926038980484009]}
FIT: {'loss': [0.11858680099248886], 'accuracy': [0.9636377096176147]}
EVALUATE: {'loss': [0.023319333791732788], 'accuracy': [0.9943041801452637]}
FIT: {'loss': [0.11070266366004944], 'accuracy': [0.9664796590805054]}
EVALUATE: {'loss': [0.0207124724984169], 'accuracy': [0.9946442246437073]}
