FIT: {'loss': [0.9918750524520874], 'accuracy': [0.7212708592414856]}
EVALUATE: {'loss': [0.15471315383911133], 'accuracy': [0.9609793424606323]}
FIT: {'loss': [0.21893765032291412], 'accuracy': [0.9348174333572388]}
EVALUATE: {'loss': [0.05199607089161873], 'accuracy': [0.9888634085655212]}
FIT: {'loss': [0.20140039920806885], 'accuracy': [0.9385702610015869]}
EVALUATE: {'loss': [0.0675993338227272], 'accuracy': [0.9820623993873596]}
FIT: {'loss': [0.1739809811115265], 'accuracy': [0.9481527209281921]}
EVALUATE: {'loss': [0.03660385310649872], 'accuracy': [0.990138590335846]}
FIT: {'loss': [0.15109989047050476], 'accuracy': [0.954128086566925]}
EVALUATE: {'loss': [0.02967139519751072], 'accuracy': [0.9923489093780518]}
FIT: {'loss': [0.14008231461048126], 'accuracy': [0.9593747854232788]}
EVALUATE: {'loss': [0.02957848273217678], 'accuracy': [0.9919238090515137]}
FIT: {'loss': [0.1322202980518341], 'accuracy': [0.961050808429718]}
EVALUATE: {'loss': [0.026762349531054497], 'accuracy': [0.9932840466499329]}
FIT: {'loss': [0.11978235095739365], 'accuracy': [0.9635283946990967]}
EVALUATE: {'loss': [0.018859701231122017], 'accuracy': [0.9951543211936951]}
