FIT: {'loss': [0.9776967167854309], 'accuracy': [0.7252787351608276]}
EVALUATE: {'loss': [0.17779861390590668], 'accuracy': [0.9524781107902527]}
FIT: {'loss': [0.13767296075820923], 'accuracy': [0.9586096405982971]}
EVALUATE: {'loss': [0.05295104160904884], 'accuracy': [0.9878432154655457]}
FIT: {'loss': [0.12812621891498566], 'accuracy': [0.9618159532546997]}
EVALUATE: {'loss': [0.02224748581647873], 'accuracy': [0.9938791394233704]}
FIT: {'loss': [0.12472669035196304], 'accuracy': [0.9624353051185608]}
EVALUATE: {'loss': [0.026197124272584915], 'accuracy': [0.9926038980484009]}
FIT: {'loss': [0.10738485306501389], 'accuracy': [0.9680827856063843]}
EVALUATE: {'loss': [0.03190261125564575], 'accuracy': [0.9920088648796082]}
FIT: {'loss': [0.10754940658807755], 'accuracy': [0.9663338661193848]}
EVALUATE: {'loss': [0.020151086151599884], 'accuracy': [0.9954093098640442]}
FIT: {'loss': [0.11393623054027557], 'accuracy': [0.9661517143249512]}
EVALUATE: {'loss': [0.03371433913707733], 'accuracy': [0.9922638535499573]}
