FIT: {'loss': [0.9784847497940063], 'accuracy': [0.7210158109664917]}
EVALUATE: {'loss': [0.14317885041236877], 'accuracy': [0.962254524230957]}
FIT: {'loss': [0.2747136950492859], 'accuracy': [0.9183123111724854]}
EVALUATE: {'loss': [0.07441531866788864], 'accuracy': [0.9790019392967224]}
FIT: {'loss': [0.22431246936321259], 'accuracy': [0.9335057735443115]}
EVALUATE: {'loss': [0.05212274193763733], 'accuracy': [0.9850378036499023]}
FIT: {'loss': [0.20081311464309692], 'accuracy': [0.9411571621894836]}
EVALUATE: {'loss': [0.039742812514305115], 'accuracy': [0.9911587238311768]}
FIT: {'loss': [0.20148444175720215], 'accuracy': [0.9407563805580139]}
EVALUATE: {'loss': [0.04637061432003975], 'accuracy': [0.988693356513977]}
FIT: {'loss': [0.1712646633386612], 'accuracy': [0.9490635991096497]}
EVALUATE: {'loss': [0.027481472119688988], 'accuracy': [0.9924339056015015]}
FIT: {'loss': [0.15267059206962585], 'accuracy': [0.954018771648407]}
EVALUATE: {'loss': [0.027809998020529747], 'accuracy': [0.9933690428733826]}
