FIT: {'loss': [0.9789395332336426], 'accuracy': [0.7237120270729065]}
EVALUATE: {'loss': [0.12986576557159424], 'accuracy': [0.9678653478622437]}
FIT: {'loss': [0.1645643264055252], 'accuracy': [0.9497559070587158]}
EVALUATE: {'loss': [0.03552864119410515], 'accuracy': [0.9912437200546265]}
FIT: {'loss': [0.15943145751953125], 'accuracy': [0.9532172083854675]}
EVALUATE: {'loss': [0.03409659117460251], 'accuracy': [0.9908186793327332]}
FIT: {'loss': [0.13822074234485626], 'accuracy': [0.9584639072418213]}
EVALUATE: {'loss': [0.035446394234895706], 'accuracy': [0.9920938611030579]}
FIT: {'loss': [0.12576772272586823], 'accuracy': [0.9611236453056335]}
EVALUATE: {'loss': [0.028050724416971207], 'accuracy': [0.9921788573265076]}
FIT: {'loss': [0.12226513028144836], 'accuracy': [0.9637105464935303]}
EVALUATE: {'loss': [0.025567181408405304], 'accuracy': [0.9931989908218384]}
FIT: {'loss': [0.1101660504937172], 'accuracy': [0.9673905372619629]}
EVALUATE: {'loss': [0.023915862664580345], 'accuracy': [0.9946442246437073]}
FIT: {'loss': [0.10595323145389557], 'accuracy': [0.9669532775878906]}
EVALUATE: {'loss': [0.03219810128211975], 'accuracy': [0.991838812828064]}
