FIT: {'loss': [0.9596591591835022], 'accuracy': [0.7290315628051758]}
EVALUATE: {'loss': [0.16673873364925385], 'accuracy': [0.9544333815574646]}
FIT: {'loss': [0.15310877561569214], 'accuracy': [0.9560955762863159]}
EVALUATE: {'loss': [0.0429011806845665], 'accuracy': [0.9879282712936401]}
FIT: {'loss': [0.1770443469285965], 'accuracy': [0.9469139575958252]}
EVALUATE: {'loss': [0.03720754757523537], 'accuracy': [0.989458441734314]}
FIT: {'loss': [0.16347898542881012], 'accuracy': [0.951941967010498]}
EVALUATE: {'loss': [0.0401778370141983], 'accuracy': [0.9914137721061707]}
FIT: {'loss': [0.11981671303510666], 'accuracy': [0.9650951027870178]}
EVALUATE: {'loss': [0.03277640417218208], 'accuracy': [0.991838812828064]}
FIT: {'loss': [0.10275603085756302], 'accuracy': [0.9689936637878418]}
EVALUATE: {'loss': [0.023274706676602364], 'accuracy': [0.9928589463233948]}
