SENT | MsgID: 20802 | Time: 21676.077830
SENT | MsgID: 20857 | Time: 21676.177830
SENT | MsgID: 20907 | Time: 21676.277830
REC | From: 8 | MsgID: 20819 | Time: 21676.326477
SENT | MsgID: 20957 | Time: 21676.377830
SENT | MsgID: 21007 | Time: 21676.477830
SENT | MsgID: 21057 | Time: 21676.577830
SENT | MsgID: 21107 | Time: 21676.677830
SENT | MsgID: 21157 | Time: 21676.777830
SENT | MsgID: 21207 | Time: 21676.877830
SENT | MsgID: 21257 | Time: 21676.977830
SENT | MsgID: 21307 | Time: 21677.077830
SENT | MsgID: 21363 | Time: 21677.177830
SENT | MsgID: 21413 | Time: 21677.277830
REC | From: 8 | MsgID: 21325 | Time: 21677.326476
SENT | MsgID: 21463 | Time: 21677.377830
SENT | MsgID: 21513 | Time: 21677.477830
SENT | MsgID: 21563 | Time: 21677.577830
SENT | MsgID: 21613 | Time: 21677.677830
SENT | MsgID: 21663 | Time: 21677.777830
SENT | MsgID: 21713 | Time: 21677.877830
SENT | MsgID: 21763 | Time: 21677.977830
SENT | MsgID: 21813 | Time: 21678.077830
SENT | MsgID: 21870 | Time: 21678.177830
SENT | MsgID: 21920 | Time: 21678.277830
SENT | MsgID: 21970 | Time: 21678.377830
REC | From: 43 | MsgID: 21834 | Time: 21678.449919
SENT | MsgID: 22020 | Time: 21678.477830
SENT | MsgID: 22070 | Time: 21678.577830
SENT | MsgID: 22120 | Time: 21678.677830
SENT | MsgID: 22170 | Time: 21678.777830
SENT | MsgID: 22220 | Time: 21678.877830
SENT | MsgID: 22270 | Time: 21678.977830
SENT | MsgID: 22320 | Time: 21679.077830
SENT | MsgID: 22374 | Time: 21679.177830
SENT | MsgID: 22424 | Time: 21679.277830
SENT | MsgID: 22474 | Time: 21679.377830
SENT | MsgID: 22524 | Time: 21679.477830
SENT | MsgID: 22574 | Time: 21679.577830
SENT | MsgID: 22624 | Time: 21679.677830
SENT | MsgID: 22674 | Time: 21679.777830
SENT | MsgID: 22724 | Time: 21679.877830
SENT | MsgID: 22774 | Time: 21679.977830
SENT | MsgID: 22825 | Time: 21680.077830
SENT | MsgID: 22881 | Time: 21680.177830
REC | From: 11 | MsgID: 22842 | Time: 21680.225865
SENT | MsgID: 22932 | Time: 21680.277830
SENT | MsgID: 22983 | Time: 21680.377830
SENT | MsgID: 23034 | Time: 21680.477830
SENT | MsgID: 23085 | Time: 21680.577830
SENT | MsgID: 23136 | Time: 21680.677830
SENT | MsgID: 23187 | Time: 21680.777830
SENT | MsgID: 23238 | Time: 21680.877830
SENT | MsgID: 23289 | Time: 21680.977830
SENT | MsgID: 23340 | Time: 21681.077830
SENT | MsgID: 23395 | Time: 21681.177830
SENT | MsgID: 23446 | Time: 21681.277830
REC | From: 8 | MsgID: 23358 | Time: 21681.326474
SENT | MsgID: 23497 | Time: 21681.377830
SENT | MsgID: 23548 | Time: 21681.477830
SENT | MsgID: 23599 | Time: 21681.577830
SENT | MsgID: 23650 | Time: 21681.677830
SENT | MsgID: 23701 | Time: 21681.777830
SENT | MsgID: 23752 | Time: 21681.877830
SENT | MsgID: 23803 | Time: 21681.977830
SENT | MsgID: 23855 | Time: 21682.077830
SENT | MsgID: 23914 | Time: 21682.177830
REC | From: 23 | MsgID: 23871 | Time: 21682.179194
