FIT: {'loss': [0.9917349219322205], 'accuracy': [0.7219995856285095]}
EVALUATE: {'loss': [0.1471720039844513], 'accuracy': [0.9611493945121765]}
FIT: {'loss': [0.3308856189250946], 'accuracy': [0.9021350741386414]}
EVALUATE: {'loss': [0.06402213871479034], 'accuracy': [0.9831675887107849]}
FIT: {'loss': [0.2917706072330475], 'accuracy': [0.9132842421531677]}
EVALUATE: {'loss': [0.056330494582653046], 'accuracy': [0.9860579967498779]}
FIT: {'loss': [0.1962766796350479], 'accuracy': [0.9419223070144653]}
EVALUATE: {'loss': [0.03893478214740753], 'accuracy': [0.9911587238311768]}
FIT: {'loss': [0.15935944020748138], 'accuracy': [0.9524885416030884]}
EVALUATE: {'loss': [0.03242161124944687], 'accuracy': [0.9914137721061707]}
