FIT: {'loss': [3.2165470123291016], 'accuracy': [0.19498607516288757]}
EVALUATE: {'loss': [3.1594932079315186], 'accuracy': [0.24705882370471954]}
FIT: {'loss': [3.0043108463287354], 'accuracy': [0.24512535333633423]}
EVALUATE: {'loss': [2.8812923431396484], 'accuracy': [0.21176470816135406]}
FIT: {'loss': [2.961038112640381], 'accuracy': [0.27855151891708374]}
EVALUATE: {'loss': [2.825734853744507], 'accuracy': [0.3529411852359772]}
FIT: {'loss': [2.9416568279266357], 'accuracy': [0.2841225564479828]}
EVALUATE: {'loss': [2.757122278213501], 'accuracy': [0.3705882430076599]}
FIT: {'loss': [2.732430934906006], 'accuracy': [0.3314763307571411]}
EVALUATE: {'loss': [2.428149461746216], 'accuracy': [0.4176470637321472]}
