FIT: {'loss': [3.3219079971313477], 'accuracy': [0.15217390656471252]}
EVALUATE: {'loss': [3.200608253479004], 'accuracy': [0.2075471729040146]}
FIT: {'loss': [3.085580825805664], 'accuracy': [0.22282609343528748]}
EVALUATE: {'loss': [2.695457696914673], 'accuracy': [0.3396226465702057]}
FIT: {'loss': [2.886664390563965], 'accuracy': [0.2554347813129425]}
EVALUATE: {'loss': [2.7284657955169678], 'accuracy': [0.2830188572406769]}
FIT: {'loss': [3.0269715785980225], 'accuracy': [0.22826087474822998]}
EVALUATE: {'loss': [2.5725810527801514], 'accuracy': [0.3207547068595886]}
FIT: {'loss': [2.697401285171509], 'accuracy': [0.28804346919059753]}
EVALUATE: {'loss': [2.507866621017456], 'accuracy': [0.2641509473323822]}
