FIT: {'loss': [3.0427322387695312], 'accuracy': [0.2599431872367859]}
EVALUATE: {'loss': [2.9785914421081543], 'accuracy': [0.24855491518974304]}
FIT: {'loss': [2.9507248401641846], 'accuracy': [0.2826704680919647]}
EVALUATE: {'loss': [2.827488422393799], 'accuracy': [0.3988439440727234]}
FIT: {'loss': [2.9940695762634277], 'accuracy': [0.21732954680919647]}
EVALUATE: {'loss': [2.400815486907959], 'accuracy': [0.4624277353286743]}
FIT: {'loss': [2.763423442840576], 'accuracy': [0.3011363744735718]}
EVALUATE: {'loss': [2.385204553604126], 'accuracy': [0.4797687828540802]}
FIT: {'loss': [2.5337884426116943], 'accuracy': [0.3238636255264282]}
EVALUATE: {'loss': [2.5364363193511963], 'accuracy': [0.39306357502937317]}
