FIT: {'loss': [3.1337382793426514], 'accuracy': [0.21455223858356476]}
EVALUATE: {'loss': [3.067828893661499], 'accuracy': [0.2616822421550751]}
FIT: {'loss': [3.0288212299346924], 'accuracy': [0.25]}
EVALUATE: {'loss': [2.655247211456299], 'accuracy': [0.37383177876472473]}
FIT: {'loss': [2.9747378826141357], 'accuracy': [0.23507462441921234]}
EVALUATE: {'loss': [2.6794583797454834], 'accuracy': [0.3925233781337738]}
FIT: {'loss': [2.7781119346618652], 'accuracy': [0.29291045665740967]}
EVALUATE: {'loss': [2.6527700424194336], 'accuracy': [0.3785046637058258]}
FIT: {'loss': [2.6476104259490967], 'accuracy': [0.3246268630027771]}
EVALUATE: {'loss': [2.324843406677246], 'accuracy': [0.43457943201065063]}
