FIT: {'loss': [1.0352145433425903], 'accuracy': [0.7036726474761963]}
EVALUATE: {'loss': [0.17360173165798187], 'accuracy': [0.9542633891105652]}
FIT: {'loss': [0.3040761649608612], 'accuracy': [0.9068352580070496]}
EVALUATE: {'loss': [0.06159448251128197], 'accuracy': [0.9841026663780212]}
FIT: {'loss': [0.2839631736278534], 'accuracy': [0.9111346006393433]}
EVALUATE: {'loss': [0.05871521309018135], 'accuracy': [0.983422577381134]}
FIT: {'loss': [0.17037071287631989], 'accuracy': [0.9485170841217041]}
EVALUATE: {'loss': [0.027823710814118385], 'accuracy': [0.9925189018249512]}
FIT: {'loss': [0.13367454707622528], 'accuracy': [0.9600670337677002]}
EVALUATE: {'loss': [0.034021489322185516], 'accuracy': [0.9914137721061707]}
FIT: {'loss': [0.1045946553349495], 'accuracy': [0.9683378338813782]}
EVALUATE: {'loss': [0.019999712705612183], 'accuracy': [0.9943041801452637]}
FIT: {'loss': [0.09794355183839798], 'accuracy': [0.9700502753257751]}
EVALUATE: {'loss': [0.022320875898003578], 'accuracy': [0.9948992729187012]}
FIT: {'loss': [0.07431425154209137], 'accuracy': [0.9775923490524292]}
EVALUATE: {'loss': [0.02128259837627411], 'accuracy': [0.9934540390968323]}
