FIT: {'loss': [1.0347579717636108], 'accuracy': [0.706733226776123]}
EVALUATE: {'loss': [0.21301323175430298], 'accuracy': [0.9438918828964233]}
FIT: {'loss': [0.12991034984588623], 'accuracy': [0.9598119854927063]}
EVALUATE: {'loss': [0.02674500085413456], 'accuracy': [0.9928589463233948]}
FIT: {'loss': [0.10823529213666916], 'accuracy': [0.9673176407814026]}
EVALUATE: {'loss': [0.03585263714194298], 'accuracy': [0.9916688203811646]}
FIT: {'loss': [0.08829684555530548], 'accuracy': [0.9742403030395508]}
EVALUATE: {'loss': [0.013849151320755482], 'accuracy': [0.995919406414032]}
FIT: {'loss': [0.07624697685241699], 'accuracy': [0.9770458340644836]}
EVALUATE: {'loss': [0.01785408891737461], 'accuracy': [0.9950692653656006]}
FIT: {'loss': [0.06975418329238892], 'accuracy': [0.9793047904968262]}
EVALUATE: {'loss': [0.012331935577094555], 'accuracy': [0.9970245957374573]}
FIT: {'loss': [0.0638917088508606], 'accuracy': [0.9802521467208862]}
EVALUATE: {'loss': [0.01096518523991108], 'accuracy': [0.9973646402359009]}
