FIT: {'loss': [1.0179650783538818], 'accuracy': [0.7105953693389893]}
EVALUATE: {'loss': [0.18318577110767365], 'accuracy': [0.9597041606903076]}
FIT: {'loss': [0.07455819845199585], 'accuracy': [0.9783210754394531]}
EVALUATE: {'loss': [0.019029272720217705], 'accuracy': [0.9950692653656006]}
FIT: {'loss': [0.07018893957138062], 'accuracy': [0.9788311719894409]}
EVALUATE: {'loss': [0.01523562427610159], 'accuracy': [0.9955793619155884]}
FIT: {'loss': [0.06674540042877197], 'accuracy': [0.9803249835968018]}
EVALUATE: {'loss': [0.014027656987309456], 'accuracy': [0.9954943656921387]}
FIT: {'loss': [0.057990964502096176], 'accuracy': [0.9826933145523071]}
EVALUATE: {'loss': [0.009910955093801022], 'accuracy': [0.9964295029640198]}
FIT: {'loss': [0.05683669075369835], 'accuracy': [0.982839047908783]}
EVALUATE: {'loss': [0.008967120200395584], 'accuracy': [0.9973646402359009]}
FIT: {'loss': [0.051259420812129974], 'accuracy': [0.9843328595161438]}
EVALUATE: {'loss': [0.007550921756774187], 'accuracy': [0.9981297254562378]}
