FIT: {'loss': [1.0190078020095825], 'accuracy': [0.7105588912963867]}
EVALUATE: {'loss': [0.16166691482067108], 'accuracy': [0.9607242941856384]}
FIT: {'loss': [0.2808651626110077], 'accuracy': [0.914085865020752]}
EVALUATE: {'loss': [0.07714330404996872], 'accuracy': [0.9813823103904724]}
FIT: {'loss': [0.1702001392841339], 'accuracy': [0.9477519392967224]}
EVALUATE: {'loss': [0.06815731525421143], 'accuracy': [0.9807022213935852]}
FIT: {'loss': [0.13039585947990417], 'accuracy': [0.960212767124176]}
EVALUATE: {'loss': [0.038402009755373], 'accuracy': [0.9888634085655212]}
FIT: {'loss': [0.10240432620048523], 'accuracy': [0.9688843488693237]}
EVALUATE: {'loss': [0.025399481877684593], 'accuracy': [0.993539035320282]}
FIT: {'loss': [0.08497446030378342], 'accuracy': [0.9738031029701233]}
EVALUATE: {'loss': [0.01724781095981598], 'accuracy': [0.9950692653656006]}
FIT: {'loss': [0.08292206376791], 'accuracy': [0.9748961329460144]}
EVALUATE: {'loss': [0.014345814473927021], 'accuracy': [0.9965994954109192]}
FIT: {'loss': [0.07204420119524002], 'accuracy': [0.9790862202644348]}
EVALUATE: {'loss': [0.008798322640359402], 'accuracy': [0.9977046847343445]}
