FIT: {'loss': [1.0290495157241821], 'accuracy': [0.7034904956817627]}
EVALUATE: {'loss': [0.2276887446641922], 'accuracy': [0.9499277472496033]}
FIT: {'loss': [0.2887401282787323], 'accuracy': [0.9112439155578613]}
EVALUATE: {'loss': [0.0758160948753357], 'accuracy': [0.9798520803451538]}
FIT: {'loss': [0.16943423449993134], 'accuracy': [0.9485899806022644]}
EVALUATE: {'loss': [0.036409541964530945], 'accuracy': [0.9909886717796326]}
FIT: {'loss': [0.13588117063045502], 'accuracy': [0.9588282704353333]}
EVALUATE: {'loss': [0.03492780029773712], 'accuracy': [0.9914987683296204]}
FIT: {'loss': [0.10388078540563583], 'accuracy': [0.9691393971443176]}
EVALUATE: {'loss': [0.024034854024648666], 'accuracy': [0.9937090873718262]}
FIT: {'loss': [0.08796224743127823], 'accuracy': [0.9736573696136475]}
EVALUATE: {'loss': [0.02254985086619854], 'accuracy': [0.9941341280937195]}
FIT: {'loss': [0.07697543501853943], 'accuracy': [0.97686368227005]}
EVALUATE: {'loss': [0.017951298505067825], 'accuracy': [0.9963444471359253]}
