FIT: {'loss': [1.0332615375518799], 'accuracy': [0.7044013738632202]}
EVALUATE: {'loss': [0.18891999125480652], 'accuracy': [0.9393861889839172]}
FIT: {'loss': [0.3010801672935486], 'accuracy': [0.9086205363273621]}
EVALUATE: {'loss': [0.06525327265262604], 'accuracy': [0.9832525849342346]}
FIT: {'loss': [0.2882956564426422], 'accuracy': [0.9103694558143616]}
EVALUATE: {'loss': [0.0946015790104866], 'accuracy': [0.9785768985748291]}
FIT: {'loss': [0.16995291411876678], 'accuracy': [0.948407769203186]}
EVALUATE: {'loss': [0.04162168875336647], 'accuracy': [0.9900535345077515]}
FIT: {'loss': [0.13296626508235931], 'accuracy': [0.9608685970306396]}
EVALUATE: {'loss': [0.03136793151497841], 'accuracy': [0.9916688203811646]}
FIT: {'loss': [0.10156809538602829], 'accuracy': [0.9684471487998962]}
EVALUATE: {'loss': [0.019628236070275307], 'accuracy': [0.9945592284202576]}
FIT: {'loss': [0.08641739189624786], 'accuracy': [0.9747503995895386]}
EVALUATE: {'loss': [0.017748668789863586], 'accuracy': [0.9944741725921631]}
FIT: {'loss': [0.0785139724612236], 'accuracy': [0.976280689239502]}
EVALUATE: {'loss': [0.01984872668981552], 'accuracy': [0.9948142766952515]}
FIT: {'loss': [0.0706225335597992], 'accuracy': [0.9791955351829529]}
EVALUATE: {'loss': [0.011789952404797077], 'accuracy': [0.997109591960907]}
