FIT: {'loss': [0.998866617679596], 'accuracy': [0.7166435718536377]}
EVALUATE: {'loss': [0.1741645187139511], 'accuracy': [0.94712233543396]}
FIT: {'loss': [0.07590879499912262], 'accuracy': [0.9778473973274231]}
EVALUATE: {'loss': [0.01853444054722786], 'accuracy': [0.9946442246437073]}
FIT: {'loss': [0.06698950380086899], 'accuracy': [0.9797420501708984]}
EVALUATE: {'loss': [0.020414626225829124], 'accuracy': [0.9937090873718262]}
FIT: {'loss': [0.06385360658168793], 'accuracy': [0.980762243270874]}
EVALUATE: {'loss': [0.011601995676755905], 'accuracy': [0.9970245957374573]}
FIT: {'loss': [0.056776195764541626], 'accuracy': [0.9833491444587708]}
EVALUATE: {'loss': [0.01687736250460148], 'accuracy': [0.9945592284202576]}
FIT: {'loss': [0.056746311485767365], 'accuracy': [0.9829118847846985]}
EVALUATE: {'loss': [0.008890120312571526], 'accuracy': [0.9971945881843567]}
