FIT: {'loss': [1.0150337219238281], 'accuracy': [0.7136558890342712]}
EVALUATE: {'loss': [0.18361757695674896], 'accuracy': [0.9551134705543518]}
FIT: {'loss': [0.2778332829475403], 'accuracy': [0.9182394742965698]}
EVALUATE: {'loss': [0.10598207265138626], 'accuracy': [0.9745813012123108]}
FIT: {'loss': [0.21102412045001984], 'accuracy': [0.9370035529136658]}
EVALUATE: {'loss': [0.04069259390234947], 'accuracy': [0.9908186793327332]}
FIT: {'loss': [0.13785803318023682], 'accuracy': [0.9590468406677246]}
EVALUATE: {'loss': [0.027403218671679497], 'accuracy': [0.9928589463233948]}
FIT: {'loss': [0.10871587693691254], 'accuracy': [0.9674997925758362]}
EVALUATE: {'loss': [0.02214505709707737], 'accuracy': [0.9948142766952515]}
FIT: {'loss': [0.08836062997579575], 'accuracy': [0.974203884601593]}
EVALUATE: {'loss': [0.015849025920033455], 'accuracy': [0.9960044026374817]}
FIT: {'loss': [0.07374897599220276], 'accuracy': [0.9774101972579956]}
EVALUATE: {'loss': [0.018811410292983055], 'accuracy': [0.9944741725921631]}
