FIT: {'loss': [0.9768428802490234], 'accuracy': [0.7244042754173279]}
EVALUATE: {'loss': [0.16172999143600464], 'accuracy': [0.9592791199684143]}
FIT: {'loss': [0.2789430022239685], 'accuracy': [0.915543258190155]}
EVALUATE: {'loss': [0.05629056319594383], 'accuracy': [0.9848678112030029]}
FIT: {'loss': [0.2219308316707611], 'accuracy': [0.9329956769943237]}
EVALUATE: {'loss': [0.05009641498327255], 'accuracy': [0.9863130450248718]}
FIT: {'loss': [0.20255383849143982], 'accuracy': [0.9401005506515503]}
EVALUATE: {'loss': [0.04903413727879524], 'accuracy': [0.9879282712936401]}
FIT: {'loss': [0.16966894268989563], 'accuracy': [0.9491729140281677]}
EVALUATE: {'loss': [0.03193611651659012], 'accuracy': [0.9912437200546265]}
FIT: {'loss': [0.15115492045879364], 'accuracy': [0.9539459347724915]}
EVALUATE: {'loss': [0.02777823433279991], 'accuracy': [0.9925189018249512]}
FIT: {'loss': [0.14186930656433105], 'accuracy': [0.9573708176612854]}
EVALUATE: {'loss': [0.029661446809768677], 'accuracy': [0.9932840466499329]}
