FIT: {'loss': [0.9817604422569275], 'accuracy': [0.7225461006164551]}
EVALUATE: {'loss': [0.15038298070430756], 'accuracy': [0.9600442051887512]}
FIT: {'loss': [0.2710600793361664], 'accuracy': [0.9190046191215515]}
EVALUATE: {'loss': [0.05823090672492981], 'accuracy': [0.987758219242096]}
FIT: {'loss': [0.22014445066452026], 'accuracy': [0.9341980814933777]}
EVALUATE: {'loss': [0.05578916147351265], 'accuracy': [0.9880132675170898]}
FIT: {'loss': [0.20279397070407867], 'accuracy': [0.9385702610015869]}
EVALUATE: {'loss': [0.06232757121324539], 'accuracy': [0.9852078557014465]}
FIT: {'loss': [0.2076077163219452], 'accuracy': [0.9376593828201294]}
EVALUATE: {'loss': [0.04218747094273567], 'accuracy': [0.988693356513977]}
FIT: {'loss': [0.1728854477405548], 'accuracy': [0.948772132396698]}
EVALUATE: {'loss': [0.03793979063630104], 'accuracy': [0.9905636310577393]}
FIT: {'loss': [0.15642249584197998], 'accuracy': [0.9529986381530762]}
EVALUATE: {'loss': [0.03398764505982399], 'accuracy': [0.9907336831092834]}
FIT: {'loss': [0.13898861408233643], 'accuracy': [0.9573343992233276]}
EVALUATE: {'loss': [0.03503843769431114], 'accuracy': [0.9926038980484009]}
