FIT: {'loss': [1.0230159759521484], 'accuracy': [0.7118706107139587]}
EVALUATE: {'loss': [0.16390666365623474], 'accuracy': [0.9585989713668823]}
FIT: {'loss': [0.3015155494213104], 'accuracy': [0.9084019660949707]}
EVALUATE: {'loss': [0.06389667093753815], 'accuracy': [0.9845277667045593]}
FIT: {'loss': [0.2815817892551422], 'accuracy': [0.9159804582595825]}
EVALUATE: {'loss': [0.07260958850383759], 'accuracy': [0.9835926294326782]}
FIT: {'loss': [0.1714998185634613], 'accuracy': [0.9493186473846436]}
EVALUATE: {'loss': [0.043159764260053635], 'accuracy': [0.9897134900093079]}
FIT: {'loss': [0.14348189532756805], 'accuracy': [0.9565328359603882]}
EVALUATE: {'loss': [0.040204066783189774], 'accuracy': [0.991073727607727]}
