FIT: {'loss': [3.021275758743286], 'accuracy': [0.24870465695858002]}
EVALUATE: {'loss': [2.9934072494506836], 'accuracy': [0.3008130192756653]}
FIT: {'loss': [2.520900249481201], 'accuracy': [0.3393782377243042]}
EVALUATE: {'loss': [2.1905970573425293], 'accuracy': [0.45528456568717957]}
FIT: {'loss': [2.4391472339630127], 'accuracy': [0.3497409224510193]}
EVALUATE: {'loss': [2.208173990249634], 'accuracy': [0.4471544623374939]}
FIT: {'loss': [2.559171438217163], 'accuracy': [0.34455958008766174]}
EVALUATE: {'loss': [1.9147229194641113], 'accuracy': [0.5447154641151428]}
FIT: {'loss': [2.2552649974823], 'accuracy': [0.43523314595222473]}
EVALUATE: {'loss': [2.271489143371582], 'accuracy': [0.4390243887901306]}
FIT: {'loss': [2.3581652641296387], 'accuracy': [0.3911917209625244]}
EVALUATE: {'loss': [2.0587332248687744], 'accuracy': [0.4878048896789551]}
