UPDATE_EVAL: {'loss': 0.06620504707098007, 'accuracy': 0.9820864796638489, 'precision': 0.9825880565419794, 'recall': 0.9820864966305554, 'f1_score': 0.9820834992434909, 'mcc': 0.9733837581204898, 'roc_auc': 0.9954930392957619, 'confusion_matrix': [[23305, 139, 0], [1075, 22369, 3], [11, 32, 23404]]}
UPDATE_EVAL: {'loss': 0.06620504707098007, 'accuracy': 0.9820864796638489, 'precision': 0.9825880565419794, 'recall': 0.9820864966305554, 'f1_score': 0.9820834992434909, 'mcc': 0.9733837581204898, 'roc_auc': 0.9954930392957619, 'confusion_matrix': [[23305, 139, 0], [1075, 22369, 3], [11, 32, 23404]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
UPDATE_EVAL: {'loss': 0.06403662264347076, 'accuracy': 0.9828684329986572, 'precision': 0.9835062743805911, 'recall': 0.9828684352696977, 'f1_score': 0.9828631811769384, 'mcc': 0.9746270842180463, 'roc_auc': 0.9955426870517404, 'confusion_matrix': [[23396, 48, 0], [1105, 22338, 4], [12, 36, 23399]]}
