Tipo: ENVIO | Node: RSU_100007 | MsgID: 3236 | Tempo: 21606.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 4600 | Tempo: 21607.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 5994 | Tempo: 21608.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 7548 | Tempo: 21609.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 9339 | Tempo: 21610.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 11556 | Tempo: 21611.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 13768 | Tempo: 21612.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 16020 | Tempo: 21613.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 18416 | Tempo: 21614.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 21159 | Tempo: 21615.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 23996 | Tempo: 21616.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 27867 | Tempo: 21617.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 32465 | Tempo: 21618.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 37379 | Tempo: 21619.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 42937 | Tempo: 21620.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 48772 | Tempo: 21621.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 54750 | Tempo: 21622.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 60917 | Tempo: 21623.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 67513 | Tempo: 21624.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 74147 | Tempo: 21625.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 80695 | Tempo: 21626.1
Tipo: RECEBIMENTO | Node: 20 | MsgID: 81563 | Tempo: 21626.2
Tipo: ENVIO | Node: RSU_100007 | MsgID: 87332 | Tempo: 21627.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 93928 | Tempo: 21628.1
Tipo: ENVIO | Node: RSU_100007 | MsgID: 100573 | Tempo: 21629.1
Tipo: RECEBIMENTO | Node: 20 | MsgID: 101549 | Tempo: 21629.2
Tipo: ENVIO | Node: RSU_100007 | MsgID: 107791 | Tempo: 21630.1
