FIT: {'loss': [0.9788370728492737], 'accuracy': [0.7211251258850098]}
EVALUATE: {'loss': [0.1594853401184082], 'accuracy': [0.9604692459106445]}
FIT: {'loss': [0.27733781933784485], 'accuracy': [0.915907621383667]}
EVALUATE: {'loss': [0.06992409378290176], 'accuracy': [0.9830825328826904]}
FIT: {'loss': [0.24253658950328827], 'accuracy': [0.9262187480926514]}
EVALUATE: {'loss': [0.056732580065727234], 'accuracy': [0.9849528074264526]}
FIT: {'loss': [0.15476727485656738], 'accuracy': [0.9539823532104492]}
EVALUATE: {'loss': [0.03564297780394554], 'accuracy': [0.9915837645530701]}
FIT: {'loss': [0.1142362505197525], 'accuracy': [0.9661152958869934]}
EVALUATE: {'loss': [0.023800263181328773], 'accuracy': [0.9925189018249512]}
