FIT: {'loss': [0.9752179980278015], 'accuracy': [0.7242221236228943]}
EVALUATE: {'loss': [0.18119476735591888], 'accuracy': [0.9557085633277893]}
FIT: {'loss': [0.2784019410610199], 'accuracy': [0.9147416949272156]}
EVALUATE: {'loss': [0.06399562954902649], 'accuracy': [0.9859729409217834]}
FIT: {'loss': [0.24761267006397247], 'accuracy': [0.9258908629417419]}
EVALUATE: {'loss': [0.05328497290611267], 'accuracy': [0.985802948474884]}
FIT: {'loss': [0.14741411805152893], 'accuracy': [0.9552211761474609]}
EVALUATE: {'loss': [0.041971467435359955], 'accuracy': [0.9893734455108643]}
FIT: {'loss': [0.11972785741090775], 'accuracy': [0.9644392728805542]}
EVALUATE: {'loss': [0.03334663435816765], 'accuracy': [0.9909036755561829]}
