FIT: {'loss': [2.9488654136657715], 'accuracy': [0.26075267791748047]}
EVALUATE: {'loss': [2.5468225479125977], 'accuracy': [0.4158075749874115]}
FIT: {'loss': [2.6618001461029053], 'accuracy': [0.33198925852775574]}
EVALUATE: {'loss': [2.3575401306152344], 'accuracy': [0.3642611801624298]}
FIT: {'loss': [2.701552152633667], 'accuracy': [0.323924720287323]}
EVALUATE: {'loss': [2.2907159328460693], 'accuracy': [0.42268040776252747]}
FIT: {'loss': [2.6466710567474365], 'accuracy': [0.31586021184921265]}
EVALUATE: {'loss': [2.1555795669555664], 'accuracy': [0.4501718282699585]}
FIT: {'loss': [2.6524319648742676], 'accuracy': [0.3293010890483856]}
EVALUATE: {'loss': [2.056288957595825], 'accuracy': [0.5257731676101685]}
FIT: {'loss': [2.558978796005249], 'accuracy': [0.3655914068222046]}
EVALUATE: {'loss': [1.8695645332336426], 'accuracy': [0.5154638886451721]}
FIT: {'loss': [2.450878620147705], 'accuracy': [0.38037633895874023]}
EVALUATE: {'loss': [2.1209113597869873], 'accuracy': [0.5429553389549255]}
