FIT: {'loss': [2.9319798946380615], 'accuracy': [0.26875001192092896]}
EVALUATE: {'loss': [2.749868631362915], 'accuracy': [0.30000001192092896]}
FIT: {'loss': [2.709822654724121], 'accuracy': [0.30781251192092896]}
EVALUATE: {'loss': [2.3364744186401367], 'accuracy': [0.4333333373069763]}
FIT: {'loss': [2.594590663909912], 'accuracy': [0.35624998807907104]}
EVALUATE: {'loss': [2.1469578742980957], 'accuracy': [0.5333333611488342]}
FIT: {'loss': [2.623401641845703], 'accuracy': [0.34843748807907104]}
EVALUATE: {'loss': [2.099113941192627], 'accuracy': [0.5111111402511597]}
FIT: {'loss': [2.6107707023620605], 'accuracy': [0.33125001192092896]}
EVALUATE: {'loss': [2.239469528198242], 'accuracy': [0.4000000059604645]}
FIT: {'loss': [2.458221912384033], 'accuracy': [0.39531248807907104]}
EVALUATE: {'loss': [2.0235700607299805], 'accuracy': [0.46666666865348816]}
FIT: {'loss': [2.477677822113037], 'accuracy': [0.37031251192092896]}
EVALUATE: {'loss': [2.189549446105957], 'accuracy': [0.5222222208976746]}
FIT: {'loss': [2.320878267288208], 'accuracy': [0.3812499940395355]}
EVALUATE: {'loss': [1.9882731437683105], 'accuracy': [0.5]}
