FIT: {'loss': [2.888742208480835], 'accuracy': [0.2731092572212219]}
EVALUATE: {'loss': [2.7355704307556152], 'accuracy': [0.39500001072883606]}
FIT: {'loss': [2.6812355518341064], 'accuracy': [0.31092438101768494]}
EVALUATE: {'loss': [2.5434274673461914], 'accuracy': [0.33000001311302185]}
FIT: {'loss': [2.7254583835601807], 'accuracy': [0.3025210201740265]}
EVALUATE: {'loss': [2.414675235748291], 'accuracy': [0.42500001192092896]}
FIT: {'loss': [2.8320441246032715], 'accuracy': [0.27731093764305115]}
EVALUATE: {'loss': [2.343867063522339], 'accuracy': [0.5049999952316284]}
FIT: {'loss': [2.7007064819335938], 'accuracy': [0.34873950481414795]}
EVALUATE: {'loss': [2.4254915714263916], 'accuracy': [0.4050000011920929]}
FIT: {'loss': [2.486992597579956], 'accuracy': [0.36974790692329407]}
EVALUATE: {'loss': [2.1988744735717773], 'accuracy': [0.4950000047683716]}
