FIT: {'loss': [2.9206342697143555], 'accuracy': [0.29909366369247437]}
EVALUATE: {'loss': [2.850846290588379], 'accuracy': [0.2574257552623749]}
FIT: {'loss': [2.565721273422241], 'accuracy': [0.35347431898117065]}
EVALUATE: {'loss': [2.360673427581787], 'accuracy': [0.48514851927757263]}
FIT: {'loss': [2.76123309135437], 'accuracy': [0.3232628405094147]}
EVALUATE: {'loss': [2.6515707969665527], 'accuracy': [0.32673266530036926]}
FIT: {'loss': [2.2352521419525146], 'accuracy': [0.4380664527416229]}
EVALUATE: {'loss': [2.155921697616577], 'accuracy': [0.4653465449810028]}
FIT: {'loss': [2.521754741668701], 'accuracy': [0.32930514216423035]}
EVALUATE: {'loss': [2.3401241302490234], 'accuracy': [0.4009900987148285]}
FIT: {'loss': [2.4318764209747314], 'accuracy': [0.35347431898117065]}
EVALUATE: {'loss': [1.9069087505340576], 'accuracy': [0.5396039485931396]}
FIT: {'loss': [2.35591197013855], 'accuracy': [0.4199395775794983]}
EVALUATE: {'loss': [2.2311291694641113], 'accuracy': [0.4356435537338257]}
FIT: {'loss': [2.3427112102508545], 'accuracy': [0.40181270241737366]}
EVALUATE: {'loss': [1.8216766119003296], 'accuracy': [0.5396039485931396]}
