FIT: {'loss': [3.0193471908569336], 'accuracy': [0.2983871102333069]}
EVALUATE: {'loss': [3.065422534942627], 'accuracy': [0.19696970283985138]}
FIT: {'loss': [3.0454354286193848], 'accuracy': [0.25806450843811035]}
EVALUATE: {'loss': [2.6412692070007324], 'accuracy': [0.43939393758773804]}
FIT: {'loss': [2.750979423522949], 'accuracy': [0.27419355511665344]}
EVALUATE: {'loss': [2.828324556350708], 'accuracy': [0.22727273404598236]}
FIT: {'loss': [2.7320449352264404], 'accuracy': [0.30645161867141724]}
EVALUATE: {'loss': [2.4300379753112793], 'accuracy': [0.3030303120613098]}
FIT: {'loss': [2.56929612159729], 'accuracy': [0.33870968222618103]}
EVALUATE: {'loss': [2.582623243331909], 'accuracy': [0.3787878751754761]}
FIT: {'loss': [2.332688808441162], 'accuracy': [0.41129031777381897]}
EVALUATE: {'loss': [2.270082950592041], 'accuracy': [0.5151515007019043]}
