FIT: {'loss': [2.7562737464904785], 'accuracy': [0.30393096804618835]}
EVALUATE: {'loss': [2.346472978591919], 'accuracy': [0.4385964870452881]}
FIT: {'loss': [2.558387517929077], 'accuracy': [0.3413231074810028]}
EVALUATE: {'loss': [2.3500523567199707], 'accuracy': [0.4140350818634033]}
FIT: {'loss': [2.5344691276550293], 'accuracy': [0.3672099709510803]}
EVALUATE: {'loss': [2.2055153846740723], 'accuracy': [0.4456140398979187]}
FIT: {'loss': [2.477567434310913], 'accuracy': [0.3557046949863434]}
EVALUATE: {'loss': [2.140435218811035], 'accuracy': [0.449122816324234]}
FIT: {'loss': [2.537529945373535], 'accuracy': [0.34419941902160645]}
EVALUATE: {'loss': [2.0449512004852295], 'accuracy': [0.4736842215061188]}
FIT: {'loss': [2.401623487472534], 'accuracy': [0.40843719244003296]}
EVALUATE: {'loss': [1.9543957710266113], 'accuracy': [0.5052631497383118]}
FIT: {'loss': [2.3214855194091797], 'accuracy': [0.3988494873046875]}
EVALUATE: {'loss': [1.8720874786376953], 'accuracy': [0.5473684072494507]}
FIT: {'loss': [2.3104889392852783], 'accuracy': [0.4180249273777008]}
EVALUATE: {'loss': [1.833131194114685], 'accuracy': [0.5368421077728271]}
FIT: {'loss': [2.3014140129089355], 'accuracy': [0.3815915584564209]}
EVALUATE: {'loss': [1.6904786825180054], 'accuracy': [0.5929824709892273]}
