FIT: {'loss': [2.9845831394195557], 'accuracy': [0.292553186416626]}
EVALUATE: {'loss': [2.6450488567352295], 'accuracy': [0.41237112879753113]}
FIT: {'loss': [2.599104166030884], 'accuracy': [0.3297872245311737]}
EVALUATE: {'loss': [2.610219955444336], 'accuracy': [0.3298968970775604]}
FIT: {'loss': [2.6551475524902344], 'accuracy': [0.3430851101875305]}
EVALUATE: {'loss': [2.0997602939605713], 'accuracy': [0.5360824465751648]}
FIT: {'loss': [2.509524345397949], 'accuracy': [0.353723406791687]}
EVALUATE: {'loss': [1.9012888669967651], 'accuracy': [0.5463917255401611]}
FIT: {'loss': [2.537301540374756], 'accuracy': [0.3856382966041565]}
EVALUATE: {'loss': [2.4072470664978027], 'accuracy': [0.39175257086753845]}
FIT: {'loss': [2.452516794204712], 'accuracy': [0.375]}
EVALUATE: {'loss': [2.0495107173919678], 'accuracy': [0.44329896569252014]}
FIT: {'loss': [2.492208242416382], 'accuracy': [0.36702126264572144]}
EVALUATE: {'loss': [2.1340346336364746], 'accuracy': [0.4639175236225128]}
FIT: {'loss': [2.4980430603027344], 'accuracy': [0.36702126264572144]}
EVALUATE: {'loss': [2.0408871173858643], 'accuracy': [0.4536082446575165]}
