FIT: {'loss': [2.9519481658935547], 'accuracy': [0.2930513620376587]}
EVALUATE: {'loss': [2.6116929054260254], 'accuracy': [0.40229883790016174]}
FIT: {'loss': [2.668597459793091], 'accuracy': [0.3021148145198822]}
EVALUATE: {'loss': [2.396500825881958], 'accuracy': [0.49425286054611206]}
FIT: {'loss': [2.5355968475341797], 'accuracy': [0.3504531681537628]}
EVALUATE: {'loss': [2.228886842727661], 'accuracy': [0.48275861144065857]}
FIT: {'loss': [2.5577661991119385], 'accuracy': [0.3716011941432953]}
EVALUATE: {'loss': [2.4203739166259766], 'accuracy': [0.4597701132297516]}
FIT: {'loss': [2.5462846755981445], 'accuracy': [0.3504531681537628]}
EVALUATE: {'loss': [2.204146385192871], 'accuracy': [0.4137931168079376]}
FIT: {'loss': [2.4509940147399902], 'accuracy': [0.3867069482803345]}
EVALUATE: {'loss': [2.3882813453674316], 'accuracy': [0.3218390941619873]}
FIT: {'loss': [2.3510379791259766], 'accuracy': [0.3867069482803345]}
EVALUATE: {'loss': [2.205153703689575], 'accuracy': [0.4252873659133911]}
FIT: {'loss': [2.6084415912628174], 'accuracy': [0.3021148145198822]}
EVALUATE: {'loss': [2.3224596977233887], 'accuracy': [0.4712643623352051]}
