FIT: {'loss': [2.892118453979492], 'accuracy': [0.251889169216156]}
EVALUATE: {'loss': [2.695206642150879], 'accuracy': [0.2986111044883728]}
FIT: {'loss': [2.649448871612549], 'accuracy': [0.30226701498031616]}
EVALUATE: {'loss': [2.510396718978882], 'accuracy': [0.3611111044883728]}
FIT: {'loss': [2.4924864768981934], 'accuracy': [0.36272040009498596]}
EVALUATE: {'loss': [2.6021313667297363], 'accuracy': [0.2916666567325592]}
FIT: {'loss': [2.2922158241271973], 'accuracy': [0.39042821526527405]}
EVALUATE: {'loss': [2.2889602184295654], 'accuracy': [0.4375]}
FIT: {'loss': [2.4806671142578125], 'accuracy': [0.36523929238319397]}
EVALUATE: {'loss': [2.3734450340270996], 'accuracy': [0.3958333432674408]}
FIT: {'loss': [2.1778361797332764], 'accuracy': [0.4030226767063141]}
EVALUATE: {'loss': [1.991534948348999], 'accuracy': [0.5277777910232544]}
FIT: {'loss': [2.3908848762512207], 'accuracy': [0.380352646112442]}
EVALUATE: {'loss': [2.0671703815460205], 'accuracy': [0.4722222089767456]}
FIT: {'loss': [2.2503628730773926], 'accuracy': [0.39294710755348206]}
EVALUATE: {'loss': [1.8466336727142334], 'accuracy': [0.5625]}
