FIT: {'loss': [2.960956335067749], 'accuracy': [0.24519230425357819]}
EVALUATE: {'loss': [2.442100763320923], 'accuracy': [0.4166666567325592]}
FIT: {'loss': [2.7217483520507812], 'accuracy': [0.29807692766189575]}
EVALUATE: {'loss': [2.6529440879821777], 'accuracy': [0.3958333432674408]}
FIT: {'loss': [2.5465545654296875], 'accuracy': [0.36057692766189575]}
EVALUATE: {'loss': [2.2178103923797607], 'accuracy': [0.5833333134651184]}
FIT: {'loss': [2.546905755996704], 'accuracy': [0.35576921701431274]}
EVALUATE: {'loss': [2.4982852935791016], 'accuracy': [0.3333333432674408]}
FIT: {'loss': [2.5717668533325195], 'accuracy': [0.3990384638309479]}
EVALUATE: {'loss': [2.7327377796173096], 'accuracy': [0.2916666567325592]}
FIT: {'loss': [2.4890642166137695], 'accuracy': [0.41826921701431274]}
EVALUATE: {'loss': [2.7441177368164062], 'accuracy': [0.3125]}
FIT: {'loss': [2.3473172187805176], 'accuracy': [0.4326923191547394]}
EVALUATE: {'loss': [2.4226722717285156], 'accuracy': [0.4375]}
FIT: {'loss': [2.581824779510498], 'accuracy': [0.3509615361690521]}
EVALUATE: {'loss': [2.0841751098632812], 'accuracy': [0.375]}
FIT: {'loss': [2.515601634979248], 'accuracy': [0.3990384638309479]}
EVALUATE: {'loss': [2.189504861831665], 'accuracy': [0.4583333432674408]}
