FIT: {'loss': [2.9222447872161865], 'accuracy': [0.26031747460365295]}
EVALUATE: {'loss': [2.610492706298828], 'accuracy': [0.299401193857193]}
FIT: {'loss': [2.622469186782837], 'accuracy': [0.3492063581943512]}
EVALUATE: {'loss': [2.4893202781677246], 'accuracy': [0.35329341888427734]}
FIT: {'loss': [2.5862839221954346], 'accuracy': [0.31904762983322144]}
EVALUATE: {'loss': [2.219632625579834], 'accuracy': [0.38922154903411865]}
FIT: {'loss': [2.6216881275177], 'accuracy': [0.3523809611797333]}
EVALUATE: {'loss': [2.1863179206848145], 'accuracy': [0.4790419042110443]}
FIT: {'loss': [2.7293448448181152], 'accuracy': [0.31587302684783936]}
EVALUATE: {'loss': [2.1509878635406494], 'accuracy': [0.6047903895378113]}
FIT: {'loss': [2.520815372467041], 'accuracy': [0.37142857909202576]}
EVALUATE: {'loss': [2.0575168132781982], 'accuracy': [0.46706587076187134]}
FIT: {'loss': [2.419175148010254], 'accuracy': [0.3761904835700989]}
EVALUATE: {'loss': [1.9994760751724243], 'accuracy': [0.538922131061554]}
