FIT: {'loss': [3.036970853805542], 'accuracy': [0.23563218116760254]}
EVALUATE: {'loss': [2.8479721546173096], 'accuracy': [0.3299492299556732]}
FIT: {'loss': [2.550107955932617], 'accuracy': [0.3448275923728943]}
EVALUATE: {'loss': [2.2749741077423096], 'accuracy': [0.44162437319755554]}
FIT: {'loss': [2.438399314880371], 'accuracy': [0.40229883790016174]}
EVALUATE: {'loss': [2.392296314239502], 'accuracy': [0.4010152220726013]}
FIT: {'loss': [2.4174399375915527], 'accuracy': [0.4051724076271057]}
EVALUATE: {'loss': [1.8014642000198364], 'accuracy': [0.5482233762741089]}
FIT: {'loss': [2.3020009994506836], 'accuracy': [0.3850574791431427]}
EVALUATE: {'loss': [2.2603867053985596], 'accuracy': [0.4111675024032593]}
FIT: {'loss': [2.472149610519409], 'accuracy': [0.34770116209983826]}
EVALUATE: {'loss': [2.1793265342712402], 'accuracy': [0.48730963468551636]}
FIT: {'loss': [2.4847748279571533], 'accuracy': [0.37068966031074524]}
EVALUATE: {'loss': [2.015599012374878], 'accuracy': [0.49238577485084534]}
FIT: {'loss': [2.320547580718994], 'accuracy': [0.37931033968925476]}
EVALUATE: {'loss': [1.9284512996673584], 'accuracy': [0.5634517669677734]}
FIT: {'loss': [2.2517611980438232], 'accuracy': [0.38793104887008667]}
EVALUATE: {'loss': [1.791530966758728], 'accuracy': [0.5583756566047668]}
